民宿标题,价格,地利,评论数,得分,适合居住人数
城市阳台海景度假大床房*观海景大阳台@红树林|世茂悦海|欢乐海湾|灵山湾|中铁世界博览城|喜来登,321,近隐珠地铁站,6,5.0,2
金沙滩·啤酒节·唐岛湾·海景三居整套大宅Loft复式,815,None,4,5.0,6
青岛海尔虎山公寓李村商圈/青岛北站商务大床房,215,近振华路地铁站,112,4.8,2
青岛金沙滩爱琴海浪漫主题公寓,1000,None,50,4.2,4
望海观景栈桥火车站海边度假海景房,958,近青岛站地铁站,48,4.9,6
海俪舍雅致时尚大床房 栈桥青岛站中山路劈柴院,427,近青岛站地铁站,109,4.9,2
金沙滩·啤酒节·唐岛湾·海景三居整套大宅Loft复式,815,None,4,5.0,6
青岛海尔虎山公寓李村商圈/青岛北站商务大床房,215,近振华路地铁站,112,4.8,2
青岛金沙滩爱琴海浪漫主题公寓,1000,None,50,4.2,4
望海观景栈桥火车站海边度假海景房,958,近青岛站地铁站,48,4.9,6
海俪舍雅致时尚大床房 栈桥青岛站中山路劈柴院,427,近青岛站地铁站,109,4.9,2
金沙滩/海景房/三居四床/三分钟直达海边/方便停车/近啤酒节/楼下商圈,749,None,260,5.0,8
【金沙仙踪】 金沙滩 loft公寓/ 超大落地窗/ 美食街/双卫/极速光纤/免费停车位,365,None,10,4.9,2
海韵1号：金沙滩唐岛湾270全海景10人,808,近井冈山路地铁站,17,5.0,10
【路客】暑期|『海边时光客』市南区|270度海景房|八大关|中山公园|海水浴场|大学路海景房,1017,近汇泉广场地铁站,96,4.8,4
町说•贝壳 步行金沙滩/啤酒节/百寸投影,600,近井冈山路地铁站,134,4.9,4
{维斯.格雅}-纽&尔曼-青岛北站-M3号地铁-李村商圈-商旅亲子两居,321,近振华路地铁站,36,5.0,5
拜俪慕尚【町兮屋】免费停车loft港式青岛北站,291,近青岛北站地铁站,34,4.9,2
町说·留夏 步行金沙滩/啤酒节/海景露台,1200,近井冈山路地铁站,80,4.9,4
非你不睡 网红摇床 火车站栈桥 美式复古,484,近青岛站地铁站,34,5.0,2
恒大金沙滩/近理工大学/精装看海/银沙滩/啤酒节唐岛湾/精装三居,660,近井冈山路地铁站,17,4.9,5
拜俪慕尚【町兮屋】免费停车loft港式青岛北站,291,近青岛北站地铁站,34,4.9,2
町说·留夏 步行金沙滩/啤酒节/海景露台,1200,近井冈山路地铁站,80,4.9,4
非你不睡 网红摇床 火车站栈桥 美式复古,484,近青岛站地铁站,34,5.0,2
恒大金沙滩/近理工大学/精装看海/银沙滩/啤酒节唐岛湾/精装三居,660,近井冈山路地铁站,17,4.9,5
啤酒街台东中山公园十五大街舒适两居已消毒,465,近汇泉广场地铁站,8,5.0,4
火车站邮轮母港【碧海蓝天】海景双床房,546,近青岛站地铁站,31,4.9,4
栈桥火车站loft复式公寓（童话）,469,近青岛站地铁站,15,4.8,2
金沙滩啤酒节海景房/小温暖风格/一巷民宿,307,近井冈山路地铁站,8,5.0,4
青岛金沙滩啤酒节度假温馨全海景度假公寓,600,近黄岛,101,5.0,4
火车站.劈柴院.码头附近一居室可做饭投影,528,近青岛站地铁站,8,5.0,6
海水浴场 海底世界 童真童趣两室一厅,699,近汇泉广场地铁站,22,4.8,6
［从家·首望］工业风投影酒吧复古门头书房,476,近青岛站地铁站,8,4.9,2
【遨游】青岛千屿·恭得鑫主题酒店青岛火车站/栈桥/中山路劈柴院豪华标准间,206,近青岛站地铁站,18,4.6,2
儿童树屋滑梯轻奢四卧家庭套房,1045,近井冈山路地铁站,3,5.0,8
金凯莱精品酒店(青岛啤酒街店)台东步行街/啤酒街精品主题标准间,306,近芝泉路地铁站,6,4.7,2
儿童树屋滑梯轻奢四卧家庭套房,1045,近井冈山路地铁站,3,5.0,8
金凯莱精品酒店(青岛啤酒街店)台东步行街/啤酒街精品主题标准间,306,近芝泉路地铁站,6,4.7,2
李村商圈m2m3号地铁房，地中海风情,364,近李村地铁站,18,4.6,4
金沙滩啤酒节精装套四房可住9人以上,798,近井冈山路地铁站,6,5.0,8
网红打卡地 小麦岛公园 燕儿岛山公园 极地海洋世界 石老人浴场 五四广场 奥帆中心 情人坝,710,近麦岛地铁站,10,4.8,4
【乐悠悠影宿L19】浪漫吊椅秋千/120寸巨幕影院/浴缸/1.8米大床乳胶床垫/东南亚热带风情小屋,370,None,2,5.0,2
青岛金沙滩1分钟海景公寓，躺在床上看海二,973,None,20,5.0,4
凭海临风一润舍石屋,680,近崂山,5,5.0,4
家庭亲子房#大二居#三分钟步行金沙滩#近啤酒节#海景房#楼下就是海,552,None,36,5.0,4
火车站栈桥海景套房《海滨•晶心小筑》,689,近青岛站地铁站,37,4.9,4
栈桥瞰海依火车站纯海景美三居,999,近青岛站地铁站,3,5.0,14
一山一舍 / 近台东商圈 / 温馨双卧套 /暖气,451,None,88,5.0,5
临近青岛火车站，栈桥，海底隧道出口,645,None,None,None,7
【花间】春暖 花开 来看海！金沙滩景区，面朝大海，浪漫海景一居,612,近井冈山路地铁站,19,5.0,4
[从家·哔哩]bilibili主题全屋智能体验馆|定制百寸投影家庭影院|戴森吹风机|B站动漫,539,None,2,5.0,2
栈桥瞰海依火车站纯海景美三居,999,近青岛站地铁站,3,5.0,14
一山一舍 / 近台东商圈 / 温馨双卧套 /暖气,451,None,88,5.0,5
临近青岛火车站，栈桥，海底隧道出口,645,None,None,None,7
【花间】春暖 花开 来看海！金沙滩景区，面朝大海，浪漫海景一居,612,近井冈山路地铁站,19,5.0,4
[从家·哔哩]bilibili主题全屋智能体验馆|定制百寸投影家庭影院|戴森吹风机|B站动漫,539,None,2,5.0,2
金沙滩.栈桥.啤酒节温馨海景套房,650,None,417,5.0,4
金沙滩啤酒城海景房温馨两居可住8人,468,近井冈山路地铁站,11,4.8,8
青岛侨归海边别墅（休闲房）,561,近青岛二中地铁站,2,5.0,2
栈桥火车站复式双床Loft落地大窗看海/栈桥火车站/楼下购物中心海鲜市场/交通便利,780,近青岛站地铁站,32,5.0,4
栈桥火车站复式loft公寓（童趣）,469,近青岛站地铁站,12,5.0,2
【亚朵】青岛五四广场八大关亚朵S酒店五四广场/万象城/奥帆中心/市政府高级大床房,1020,近延安三路地铁站,916,4.9,2
【路客】暑期|『乐享自然』市南区|270度海景房|八大关|中山公园|信号山|大学路『1居,1141,近汇泉广场地铁站,55,4.9,4
青岛华展嘉宜酒店西海岸度假区豪华大床房,229,近凤凰山路地铁站,42,4.8,2
"
每客消毒步行五分钟到金沙滩温馨海景一居",448,近黄岛,295,4.9,2
蔚海：梦海·金沙滩·啤酒节·银沙滩·唐岛湾·打卡·拍照·海景·双大床房,473,None,1,5.0,4
【路客】暑期|『乐享自然』市南区|270度海景房|八大关|中山公园|信号山|大学路『1居,1141,近汇泉广场地铁站,55,4.9,4
青岛华展嘉宜酒店西海岸度假区豪华大床房,229,近凤凰山路地铁站,42,4.8,2
"
每客消毒步行五分钟到金沙滩温馨海景一居",448,近黄岛,295,4.9,2
蔚海：梦海·金沙滩·啤酒节·银沙滩·唐岛湾·打卡·拍照·海景·双大床房,473,None,1,5.0,4
「隐居九舍」火车站栈桥轮渡古典中式海景房,628,近青岛站地铁站,13,5.0,4
【思·远】海景公寓五四广场奥帆中心地铁旁3,375,None,4,5.0,2
暖阳公寓(青岛国际会展中心店)国际会展中心/石老人海水浴场市景大床房,252,近辽阳东路地铁站,123,4.8,2
【悠家】崂山书院/青岛崂山风景名胜区/潮海院/青岛巨峰风景区/石门涧/山景房/普通标间,304,None,1,5.0,3
青岛金沙滩爱之旅精装海景度假公寓,760,None,38,4.9,4
恒大金沙滩温馨海景Loft复式家庭房,498,None,1,5.0,4
【梦开始的地方】近青岛火车站*栈桥*中山路*天主教堂*邮轮母港*劈柴院等网红打卡地,440,None,3,5.0,2
火车站栈桥中山路金茂湾海景粉色公寓,453,近青岛站地铁站,15,5.0,2
黄岛金沙滩城市传媒广场loft贝壳居海景民宿N,565,近井冈山路地铁站,28,4.9,4
黄岛|金沙滩|城市传媒|唐岛湾|海景房,407,近井冈山路地铁站,19,5.0,2
青岛德街里主题民宿中联自由港湾/游轮母港/德国风情街大床房,290,None,7,4.9,2
黄岛金沙滩城市传媒广场loft贝壳居海景民宿N,565,近井冈山路地铁站,28,4.9,4
黄岛|金沙滩|城市传媒|唐岛湾|海景房,407,近井冈山路地铁站,19,5.0,2
青岛德街里主题民宿中联自由港湾/游轮母港/德国风情街大床房,290,None,7,4.9,2
温馨高层情侣海景，楼下中山路栈桥劈柴院,392,近青岛站地铁站,9,5.0,2
【海韵5】躺床看海金沙滩唐岛湾人住,628,近井冈山路地铁站,4,5.0,4
海俪舍大户型轻奢海景1.8米大床 近栈桥火车站劈柴院,572,近青岛站地铁站,204,4.9,2
高清影视，金沙滩石油大学海景270℃榻榻米亲子房，紧邻石油大学，新城吾悦,374,近积米崖地铁站,27,4.9,3
青岛帝海电影公寓流亭国际机场地区私人影院房,214,近城阳,28,4.9,2
【海角八号】金沙滩海景房 家庭出游,764,近井冈山路地铁站,8,4.9,6
《忆城宿》五四广场 八大关 万象城~近商圈~新中式风格~灯光秀~临地铁站~落地窗观景~商务旅游度假,1110,近延安三路地铁站,6,5.0,6
家庭亲子房#大二居#三分钟到金沙滩#近商圈#靠窗看海,504,None,28,5.0,4
黄岛唐岛湾海湾公园套房,500,近积米崖地铁站,23,5.0,4
欢乐家庭套（2室1厅）近海·金沙滩,457,None,99,4.9,5
【白日梦舍】姜黄暖调轻复古民宿，一居室，私人影院，日落灯，大学路网红墙，步行到栈桥，地铁口300米,738,近人民会堂地铁站,3,5.0,2
青岛瑞恩金沙滩尚品居精品三居套房,825,近井冈山路地铁站,84,4.9,7
【白日梦舍】姜黄暖调轻复古民宿，一居室，私人影院，日落灯，大学路网红墙，步行到栈桥，地铁口300米,738,近人民会堂地铁站,3,5.0,2
青岛瑞恩金沙滩尚品居精品三居套房,825,近井冈山路地铁站,84,4.9,7
【栈桥火车站】温馨城景大床房,480,近青岛站地铁站,32,5.0,2
近黄岛金沙滩啤酒城酒店式loft公寓,800,None,5,4.9,6
青岛翦翦轻风公寓青岛火车站/栈桥/中山路劈柴院复式温馨五人家庭房,779,近青岛站地铁站,26,4.8,5
青岛金沙滩180度海景度假公寓,813,None,526,5.0,7
青岛金沙滩复式公寓,319,近井冈山路地铁站,173,4.9,3
金沙滩1分钟海景公寓舒适三居室,1048,None,31,5.0,6
【暖舍】近栈桥 火车站 复古海景套二,512,近青岛站地铁站,5,5.0,4
青岛金沙滩‖银沙滩‖啤酒城附近 楼下唐岛湾公园 高层海景双卧房,376,近井冈山路地铁站,5,4.8,4
海韵2号：金沙滩唐岛湾全海景6床12人住,718,近井冈山路地铁站,16,5.0,6
维斯格雅【凡舍】IMAX巨幕观影四人居,396,近振华路地铁站,7,5.0,4
 青岛瑞恩金沙滩山海湾豪华双卧套房,512,None,186,4.9,4
金沙滩中式商务度假海景房（有暖气）,533,近黄岛,61,5.0,4
青岛金沙滩优享/三居四床/三分钟直达海边,695,None,11,4.9,7
维斯格雅【凡舍】IMAX巨幕观影四人居,396,近振华路地铁站,7,5.0,4
 青岛瑞恩金沙滩山海湾豪华双卧套房,512,None,186,4.9,4
金沙滩中式商务度假海景房（有暖气）,533,近黄岛,61,5.0,4
青岛金沙滩优享/三居四床/三分钟直达海边,695,None,11,4.9,7
【花筑】花筑·青岛童舍民宿(青岛栈桥火车站店)青岛火车站/栈桥/中山路劈柴院童舍·180度全景大床房,710,近人民会堂地铁站,46,4.9,2
金沙滩·临海·（二居室） 家庭公寓（可做饭）,619,近井冈山路地铁站,231,5.0,4
【可爱影宿 A22】融创茂 东方影都 高层巨幕 近海边 近地铁 消毒无接触  主题影宿,370,近灵山湾地铁站,6,5.0,2
家庭亲子房#大二居#三分钟步行金沙滩#近啤酒节#烟台前#海景房#出门就是海,552,None,54,4.9,4
亲子房#海景大一居#3分钟直达金沙滩#啤酒节#商圈#每客消毒#,524,None,36,4.8,3
金沙滩海之家海景大三居 步行3分钟到海边,944,None,52,5.0,8
青岛金沙滩/电梯/大客厅/大阳台/宽带/净水机/婴儿围栏/空调电视洗衣机齐全/,562,None,3,5.0,4
大三居/可停车/海景/130平/三分钟步行海滩/近啤酒城,767,None,17,5.0,6
青岛听海丽景日租房青岛火车站/栈桥/中山路劈柴院舒适大床房,216,近青岛站地铁站,25,4.7,2
【双城故事】CBD万达，北欧简约，高品质,646,近敦化路地铁站,17,4.7,2
悠海·星芒｜金沙滩首排全海景阁楼|楼下即沙滩日出投影,1087,None,9,5.0,4
日式海景民宿，免费提供和服拍照，近金沙滩,973,近井冈山路地铁站,8,5.0,4
海天一色豪华海景大床房,599,None,13,5.0,2
青岛金沙滩爱之旅精装大床套二,760,None,71,4.8,4
青岛黄岛|金沙滩|精装修二居（子母床）绿地|无接触入住|近地铁|可做饭|近隧道|智能门锁,800,None,8,5.0,5
青岛爱家客海景日租房温馨海景间,250,近青岛站地铁站,469,4.8,2
青岛倾城主题民宿青岛火车站/栈桥/中山路劈柴院简约大床房,149,近青岛站地铁站,13,4.6,2
青岛熙润民宿青岛火车站/栈桥/中山路劈柴院大床房,187,近青岛站地铁站,4,5.0,2
啤酒城金沙滩第六元素超级视野哇塞一居,237,近井冈山路地铁站,7,5.0,2
金沙滩一路之隔 | 唯美全海景 | 楼下即海 | 看海上日出 | 温馨舒适二居,797,None,320,5.0,5
町说·迪维 近金沙滩/啤酒节/百寸投影,1200,近井冈山路地铁站,93,4.9,4
步行金沙滩  一分钟观海  漫步沙滩,573,None,9,5.0,2
【忆舍】ROOM6温馨亲子巨幕AI智能房,237,近清江路地铁站,1,5.0,2
金沙滩柠檬家胖蒙蒙美式混搭轻奢海景三居,886,近井冈山路地铁站,1,5.0,8
青岛金沙滩套二《今日有特价》,900,None,132,4.8,4
亲子房#精装海景二居室#3分钟直达金沙滩#啤酒节#每客消毒#海景#躺着看海,591,None,37,5.0,5
青岛福瀛观麓酒店式公寓黄岛金沙滩度假区园景二居室,571,近井冈山路地铁站,163,4.8,4
海景大床房,170,近双珠路地铁站,13,5.0,2
町说·王妃 近金沙滩/啤酒节/湿地公园/百寸投影/海景一居/可接机,1400,None,27,4.9,2
青岛如家港湾观海日租房青岛火车站/栈桥/中山路劈柴院迷你小黄人房(无窗),160,近青岛站地铁站,27,4.8,1
金沙滩温馨舒适度假公寓,1245,None,124,5.0,6
【从家·银盒】星空黑白灰镜面海景loft,758,近青岛站地铁站,9,4.5,2
青岛318连锁民宿流亭国际机场地区温馨家庭房,284,近机场,6,4.9,2
町说·天使 近金沙滩/啤酒节/湿地公园/百寸投影/海景一居/可接机,1400,None,26,4.8,2
亲子房#海景大三居#躺着看海#3分钟直达金沙滩#啤酒节#烟台前#每客消毒#,824,None,32,5.0,8
青岛乐行民宿李村商圈/青岛北站普通标准间(无窗)(公共卫浴),102,近李村地铁站,4,4.8,2
火车站栈桥海景大床房,1579,近青岛站地铁站,164,4.9,2
青岛如家馨苑海景日租房青岛火车站/栈桥/中山路劈柴院豪华海景精品家庭房,633,近青岛站地铁站,4,4.8,4
青岛水木云天民宿李村商圈/青岛北站舒适大床房,190,近君峰路地铁站,5,4.7,2
金沙滩吾悦广场地铁口石油大学精品大床房,258,近积米崖地铁站,52,4.9,2
亲子房#无障碍纯海景大三居#3分钟到金沙滩#啤酒节#每客消毒#商圈#躺着看海,824,None,41,5.0,8
「崂山景区」依山面海～山中休闲民宿,241,近崂山,9,5.0,3
町说·保罗 近金沙滩/啤酒节/湿地公园,900,None,90,4.9,4
青岛西海岸新区城市阳台景区温馨家庭海景房,224,近隐珠地铁站,13,5.0,4
优品.台东步行街夜市小吃街独立卫生间地铁公交出行一站到景点,228,None,6,4.9,2
青岛金沙滩180度高档海景公寓,873,None,396,5.0,4
私家小屋,238,近芝泉路地铁站,11,4.7,2
海俪舍大户型温馨海景双大床房 栈桥青岛站中山路,814,近青岛站地铁站,188,4.9,4
町说·花园 近金沙滩/啤酒节/湿地公园/百寸投影/海景一居/可接机,1400,None,24,5.0,2
青岛金沙滩日出海景公寓三居室,1103,None,95,5.0,7
青岛雅诗铂锐海景度假公寓中联自由港湾/游轮母港/德国风情街时尚温馨特惠房（高性价比热销房型）,698,近青岛站地铁站,177,5.0,2
青岛悦客来蒙特利公寓青岛火车站/栈桥/中山路劈柴院迷你房,91,近青岛站地铁站,10,4.9,1
地铁2号线/近海昌极地/小麦岛商圈/看山观海/有海景露台/ 独立双卧室/方正户型/南北通透二居室,2915,None,14,4.9,4
复试双床滑梯浴缸亲子投影房/可做饭/近11号线地铁/近石老人海水浴场/国际会展/国信体育场/青医附院,4973,None,5,5.0,4
金沙滩近海三居室#步行二分钟直达金沙滩#四床#楼下商圈#近啤酒节#方便停车,8723,None,288,5.0,7
【宿8】火车站栈桥海景房，近海边、地铁、景点,9798,None,3,5.0,8
火车北站，科技大学四方校区科技城精装公寓,6799,近青岛北站地铁站,89,5.0,3
亲子房#三分钟步行金沙滩#近啤酒节唐岛湾#停车方便,13799,None,828,5.0,4
五分钟步行金沙滩，近啤酒节，唐岛湾，海景二居室可做饭,8146,None,251,5.0,4
金沙滩烟台前高层温馨度假海景公寓一居室,1342,None,60,4.9,3
火车北站，科大四方校区，海军大学，流亭机场，跨海大桥出入口，21条公交，全景房，家具家电齐全，可做饭,5299,None,13,5.0,3
家庭亲子房#大三居#3分钟步行金沙滩#近啤酒节#电梯海景房#出门就是海,797,None,37,5.0,8
免费停车栈桥火车站劈柴院KTV麻将娱乐豪华榻榻米大床房多人房,390,None,8,5.0,5
金沙滩、啤酒城海景房观景,360,None,1,5.0,4
金沙滩啤酒城二室一厅,522,None,3,5.0,4
青岛栈桥火车站主题海景日租房青岛火车站/栈桥/中山路劈柴院温馨迷你房,223,近青岛站地铁站,66,4.9,2
金沙滩温馨全地中海风格度假公寓/每日消毒,539,None,142,4.9,4
青岛宏得社商务民宿台东步行街/啤酒街大床房,257,近芝泉路地铁站,17,4.8,2
金沙滩，啤酒城精装海景二居室,503,None,6,5.0,5
金沙滩温馨浪漫情侣地中海风海景房每日消毒,359,None,163,4.9,2
诺曼底公寓(青岛国信会展中心店)国际会展中心/石老人海水浴场阳光吊篮藤椅大床房,368,近辽阳东路地铁站,90,4.8,2
金沙滩温馨浪漫情侣地中海风海景房每日消毒,359,None,163,4.9,2
诺曼底公寓(青岛国信会展中心店)国际会展中心/石老人海水浴场阳光吊篮藤椅大床房,368,近辽阳东路地铁站,90,4.8,2
金沙滩温馨公寓一路之隔两居室,549,近黄岛,242,4.9,4
青岛啤酒节魅力金沙滩,475,None,8,5.0,4
青岛群胜兴民宿青岛火车站/栈桥/中山路劈柴院普通标间,223,近青岛站地铁站,10,4.5,2
{观海亭}金沙滩/啤酒节/唐岛湾观海两居,398,近井冈山路地铁站,55,4.9,4
金沙滩海景-精装大套三整套日租-近啤酒城,950,None,7,5.0,9
青岛金沙滩1分钟海景公寓三居室,973,None,6,5.0,6
青岛齐朵度假公寓流亭国际机场地区豪华双床房,268,近城阳,42,4.7,2
青岛金沙滩啤酒节海景精装三居室,497,近井冈山路地铁站,19,5.0,6
金沙滩1分钟海景公寓高档豪华三居室,1410,None,4,5.0,6
近3号线近商圈温馨私享私人影院/投影设备,294,None,5,5.0,2
青岛泰诚居民宿中联自由港湾/游轮母港/德国风情街大床房(无窗),225,近人民会堂地铁站,4,4.7,2
三分钟步行金沙滩#近啤酒节，唐岛湾#海景房#二居室#楼下就是海,7466,None,58,5.0,4
【海角四号】金沙滩海景房  家庭出游,912,近井冈山路地铁站,5,5.0,6
三分钟步行金沙滩#近啤酒节，唐岛湾#海景房#二居室#楼下就是海,7466,None,58,5.0,4
【海角四号】金沙滩海景房  家庭出游,912,近井冈山路地铁站,5,5.0,6
CBD万达观影宿&市中心,342,近敦化路地铁站,24,4.9,2
「默片时代」小麦岛|法式浪漫|青岛大学|燕儿岛|奥帆|五四广场|地铁|极地世界|雕塑园|银海,372,None,2,5.0,3
"硕硕家临海三人房
",196,近崂山,3,4.8,3
【遇见金沙滩】啤酒节唐岛湾嘉年华北欧三居,1298,近井冈山路地铁站,8,5.0,8
亲子房#园景大三居#3分钟到金沙滩#啤酒节#每客消毒#温馨小栈,824,None,47,5.0,8
青岛金沙滩附近套二房,664,近黄岛,13,4.9,4
【乐悠悠·亲子时光】近栈桥火车站/北欧波西米亚风/亲子两居三床可住4-6人,563,None,11,5.0,4
金沙滩电梯☞赶海☜三居5床9人☞有车位,1559,近井冈山路地铁站,64,5.0,9
【静轩小屋】特惠大床房【免费停车】近延吉路CBD万达广场台东夜市小吃步行街、啤酒一条街、直达地铁三号,317,None,4,4.8,2
【喆啡】喆啡酒店(青岛啤酒街中山公园店)台东步行街/啤酒街啡凡大床房,666,近芝泉路地铁站,34,4.8,2
黄岛&琴岛之眼*夜景房（幸福相随）,203,近积米崖地铁站,16,5.0,2
左边『禅是一枝向日葵』青岛北站 一号线地铁 临海 超干净 ,446,近青岛北站地铁站,39,5.0,4
海景·山景房·巨屏影院·石老人浴场啤酒节国信体育场,250,近苗岭路地铁站,54,5.0,2
海景·山景房·巨屏影院·石老人浴场啤酒节国信体育场,250,近苗岭路地铁站,54,5.0,2
青岛西海岸唐岛湾绿洲公寓,319,近井冈山路地铁站,4,4.7,2
五四广场奥帆中心附近【梦之缘东海崂】,369,近江西路地铁站,30,4.9,2
金沙滩啤酒广场旁欧式豪华两居,665,近井冈山路地铁站,3,4.8,5
那鲁湾32层看海览山望岛鸟瞰市景大床房公,283,近两河地铁站,20,4.7,2
崂山流清河浴场西麦窑车站两室三个大床整租,480,近崂山,3,4.9,5
"金沙滩城市传媒唐岛湾loft贝壳居海景民宿E
",449,近井冈山路地铁站,41,4.9,4
步行金沙滩/啤酒节/临海一居/每客消毒,404,近井冈山路地铁站,68,5.0,2
【悠家】崂山书院/青岛崂山风景名胜区/潮海院/青岛巨峰风景区/石门涧/山景房/大标间,323,None,1,5.0,3
浪漫小屋《开放式厨房》,294,None,1,5.0,2
五四广场奥帆中心附近【梦之缘汇泉湾】,439,近江西路地铁站,4,5.0,3
家庭亲子房#大三居#三分钟步行金沙滩#近啤酒节#海水浴场#海景房#楼下就是海,789,None,127,5.0,8
金沙滩啤酒广场旁温馨两居,478,近井冈山路地铁站,5,5.0,5
青岛金沙滩啤酒城前排青青海景公寓,837,None,39,5.0,6
【海角瓦舍】金沙滩海尔山海湾温馨精装三居室，可住6人，全屋消毒,566,None,2,4.9,6
金沙滩啤酒广场旁温馨两居,478,近井冈山路地铁站,5,5.0,5
青岛金沙滩啤酒城前排青青海景公寓,837,None,39,5.0,6
【海角瓦舍】金沙滩海尔山海湾温馨精装三居室，可住6人，全屋消毒,566,None,2,4.9,6
【佳驿精宿】银座精宿(黄岛金沙滩香江路商业街店)黄岛金沙滩度假区精选双床房,334,近井冈山路地铁站,5,5.0,2
【悦海•名宿】大床房一居/城市阳台•红树林沙滩•世贸悦海欢乐海湾•融创茂乐园•东方影都星光岛•博览城,195,None,2,5.0,2
金沙滩啤酒节旁电梯高档海景房,695,近井冈山路地铁站,10,5.0,4
观享●金沙美景,421,近井冈山路地铁站,5,5.0,4
精品装修金沙滩大套三,688,近井冈山路地铁站,21,4.9,6
青岛翦翦轻风公寓青岛火车站/栈桥/中山路劈柴院复式品质经济大床房,550,近青岛站地铁站,1,5.0,2
青岛四季海景酒店五四广场/万象城/奥帆中心/市政府豪华套房,1106,None,2,4.5,2
四海九州酒店(山东高速西海岸中心店)黄岛金沙滩度假区特惠大床房,397,近井冈山路地铁站,113,4.8,2
青岛金沙滩啤酒节海景民宿,533,近井冈山路地铁站,9,5.0,6
近(在建)1号线北段近商圈落地窗观景,412,None,4,5.0,4
崂山风景区  傍山望海如家小憩,584,近崂山,41,5.0,4
面朝大海海景复式套房,699,近井冈山路地铁站,30,4.7,2
崂山风景区  傍山望海如家小憩,584,近崂山,41,5.0,4
面朝大海海景复式套房,699,近井冈山路地铁站,30,4.7,2
汐眠·观海阳台榻榻米情侣房,323,近青岛站地铁站,11,5.0,2
金沙滩中心 紧邻啤酒节 海景豪装大三居,1559,None,76,4.9,6
城市传媒广场海景小loft公寓,489,近井冈山路地铁站,9,5.0,4
【蓝海钧华】蓝海钧华大公寓黄岛金沙滩度假区标准海景大床房,787,None,8,4.8,2
町说•蜜月 步行金沙滩/啤酒节/可接机,600,近井冈山路地铁站,84,5.0,2
金沙滩啤酒节海景三居室四张床,999,None,224,5.0,8
过马路到金沙滩啤酒城会场☞赶海☜三居9人,2020,近井冈山路地铁站,119,4.9,9
町说•青慕 步行金沙滩/啤酒节/亲子三居,1050,近井冈山路地铁站,70,4.9,6
金沙滩简约风大客厅观海景两室一厅,307,None,2,5.0,4
【睿柏】如家睿柏·云酒店(青岛开发区香江路商业街利群店)黄岛金沙滩度假区大床房,252,近井冈山路地铁站,66,4.4,2
【穿越】CBD国风汉服百寸投影/肥虎胖兔,478,近敦化路地铁站,1,5.0,2
【维也纳】维也纳酒店(青岛台东啤酒街辽宁路店)台东步行街/啤酒街豪华浪漫大床房,589,近汇泉广场地铁站,151,5.0,2
黄岛金沙滩|薛家岛|啤酒节|海底隧道口|临海|两室|2床|免费停车|实拍可做饭|整套出租|智能门锁2,560,None,5,5.0,4
【维也纳】维也纳酒店(青岛台东啤酒街辽宁路店)台东步行街/啤酒街豪华浪漫大床房,589,近汇泉广场地铁站,151,5.0,2
黄岛金沙滩|薛家岛|啤酒节|海底隧道口|临海|两室|2床|免费停车|实拍可做饭|整套出租|智能门锁2,560,None,5,5.0,4
