民宿标题,价格,地利,评论数,得分,适合居住人数
地铁上盖网红LOFT公寓/1号线西塱站/花地湾商圈/直达上下九/北京路/太古仓/珠江新城/广州南站,190,None,13,4.7,4
私密一室一厅大床房--可长租（近广州火车站，三元里地铁站，北京路步行街，上下九，越秀公园，公元前）,157,None,9,4.9,2
【Loft复式｜江景】距地铁2分钟｜近上下九&十三行&沙面景区&永庆坊&西关美食&北京路｜温馨大2房,278,None,1,5.0,4
公园前两房.北京路地铁老洋房温馨阁楼,208,近西门口地铁站,16,4.9,3
广州长隆地铁站复式亲子双床房/长隆度假区/近广州塔/近南站,234,None,9,5.0,3
机场公寓近白云汇商圈带浴缸/投影百信广场,159,None,3,5.0,2
租窝儿 | 3号线体育西路机场线时尚温馨,125,近龙归地铁站,10,4.8,2
【墨·宿】广州塔琶洲/欧式森系/地铁旁/免费提供汉服和服全身镜/巨幕电视投影,157,近燕岗地铁站,44,4.7,2
【雅稚】免费车送到长隆欢乐世界、水上乐园、野生动物园    欢乐秋千大床房  （可投屏）,252,None,17,4.9,2
有光：上下九内盐系别墅,196,近黄沙地铁站,15,5.0,2
温馨大床房24小时免费接送白云机场,106,None,60,4.8,2
【长住可咨询】壹舍6·青年社区·西门口地铁站300米·北京路·上下九·陈家祠·纪念堂·石室圣心教堂,154,None,2,5.0,2
【林家小宅•13】日式投影房 上下九 永庆坊 沙面 陈家祠 十三行 华林玉器城 高层独享 百寸投影,145,近长寿路地铁站,80,4.9,2
【林家小宅•13】日式投影房 上下九 永庆坊 沙面 陈家祠 十三行 华林玉器城 高层独享 百寸投影,145,近长寿路地铁站,80,4.9,2
长租优惠/十三行批发市场/孙逸仙医院/广一医院/海珠广场/上下九步行街/北京路步行街/大床房,110,None,11,4.9,2
【70平超大空间｜2床｜带独卫和厨房】近上下九繁华商圈/十三行/儿童医/沙面/陈家祠/西关美食,182,None,10,4.6,4
免费车送到长隆欢乐世界、野生动物园一秋千亲子双床 高楼层朝向长隆,253,近大石地铁站,133,4.8,4
【一栈】广州南站|长隆旅游度假区|石壁地铁站旁,149,None,1,5.0,3
简约风·温泉入户·2房公寓·私家温泉（含温泉）,369,None,6,5.0,4
广州南站/长隆景区/近地铁2，7号线/复式三床房,154,近石壁地铁站,16,4.7,3
中山医&省医旁/观景房/亮丽舒畅/1房1厅落地窗有阳台/拎包入住/北京路步行街/烈士陵园1号线地铁站,205,None,1,5.0,4
【Ada·卿我】小区房/环境好/近地铁/Vip投影/36㎡大整间双人房/落地窗/干净卫生/可做饭,145,近番禺广场地铁站,6,5.0,2
广州酷野未来酒店白云山风景区智慧迷你经济房,100,近飞翔公园地铁站,77,4.8,1
山景房带厨房厨具/高层落地窗/轻奢风双人大床房/近同和地铁站/京溪南方医院/近商场/交通便利,197,近同和地铁站,16,4.5,2
长隆景区*双地铁*广州塔*琶洲*复式公寓,306,近汉溪长隆地铁站,68,4.8,5
文华国际酒店公寓(广州北京路步行街店)海珠广场/北京路步行街特价房,195,近北京路地铁站,299,4.6,2
星驿国际度假公寓(广州动物园景区北门店)番禺长隆/广州南站附近豪华大床房,116,近大石地铁站,269,4.6,2
城舍公寓(广州西朗地铁站店)芳村花地湾冬舍摩卡大床房,91,None,18,4.9,2
文华国际酒店公寓(广州北京路步行街店)海珠广场/北京路步行街特价房,195,近北京路地铁站,299,4.6,2
星驿国际度假公寓(广州动物园景区北门店)番禺长隆/广州南站附近豪华大床房,116,近大石地铁站,269,4.6,2
城舍公寓(广州西朗地铁站店)芳村花地湾冬舍摩卡大床房,91,None,18,4.9,2
从化温泉富力泉天下复古5房温泉别墅【养生温泉+KTV+麻将+烧烤+厨房】,688,None,7,5.0,14
【落地窗】近动物园 东站 汽配城/轻奢复式双床,246,None,17,5.0,3
黄冈中学旁白云机场近9号线清塘地铁站绿地空港中心温馨落地窗欧式投影大床房可月租,126,None,9,4.6,2
汉溪长隆地铁口Loft复式麻将房奥园城市天地/近长隆野生动物世界长隆欢乐世界水上乐园广州南站可短租,165,None,7,5.0,4
祈福缤纷汇日式精致两房公寓【可做饭】 ，近长隆欢乐世界 广州南站 大夫山，更多房源点房东头像,224,None,7,5.0,3
《左右民宿》机场地铁免费接送/温馨双床房,163,None,112,5.0,3
慢炖一宿◥北京路榻榻米/公园前地铁上盖,206,近公园前地铁站,7,4.9,2
广州南站/长隆景区/近地铁/两房一厅/复式双床房,164,None,9,4.9,2
初恋的粉色系，长隆动物园坚果投影家庭房,208,近谢村地铁站,8,5.0,6
路客Hos·广州东晓南店｜海珠新都荟广场｜盈熙广场｜精致大床房｜国际轻纺城｜近琶洲会展,248,None,6,5.0,2
迈哈顿公寓(广州火车站批发市场西村地铁站店)火车站/越秀公园附近特价房,123,None,26,4.9,2
广州南站/长隆欢乐世界/水上乐园/巨幕投影/粉红少年/复式三床套房,168,None,7,5.0,3
【Ada·夢中になって】/独享整间/日式清/Vip投影/落地窗/观市景/36㎡大整间/可做饭/停车场,123,None,5,5.0,2
浪漫浴缸圆床房机场24小时免费接送,118,None,38,4.8,2
山水公寓/祈福缤纷世界/长隆 南站 大学城整套大圆床一房公寓/阳台望小蛮腰长租优惠,163,None,5,4.9,2
龙归地铁B2白云山复古风情侣套房有洗衣机,137,近龙归地铁站,74,5.0,2
机场碧桂园园景蓝色之恋双层复式套房,140,None,2,5.0,4
长隆/马戏/动物园/轻奢风大床民宿,208,近汉溪长隆地铁站,53,5.0,2
落地窗陌野复古大床房广州白云机空港店,157,近高增地铁站,8,5.0,2
长隆旁近地铁/浪漫故事火烈鸟亲子两房,258,近汉溪长隆地铁站,9,5.0,4
【早晚】白藜｜长隆地铁口复式ins风两房,247,近汉溪长隆地铁站,28,4.5,4
上下九民国别墅，北京路恩宁路,202,近黄沙地铁站,16,4.8,2
长隆景区180度豪 华大床房,173,近汉溪长隆地铁站,307,4.8,3
窝@二三人一起浪,121,None,4,5.0,3
3D巨幕投影/花都大润发/来又来5分钟,146,近花都广场地铁站,110,4.9,2
长隆/南站缤纷世界商圈温馨大床房/长租优惠可煮饭,163,None,1,5.0,2
【北欧轻奢风】麻将loft套房/双大床/长隆地铁口/近大学城近商圈/地铁直达广州塔/珠江新城/广州南,174,None,3,5.0,4
【北欧轻奢风】麻将loft套房/双大床/长隆地铁口/近大学城近商圈/地铁直达广州塔/珠江新城/广州南,174,None,3,5.0,4
「绿野仙踪」3D巨幕家庭影院，已开通会员,140,近京溪南方医院地铁站,10,4.6,2
『荒宿』北京路地铁站&北京路步行街,184,近北京路地铁站,3,4.8,2
【隐家】商务大床/大学城贝岗广外中大/广交会/洁癖民宿,126,None,6,5.0,2
【静栖】免费车接送长隆各景点，也可步行到长隆欢乐世界北门&长隆大马戏一美式工业复古双床房,225,近大石地铁站,280,4.7,4
近沙面上九路商圈近医院Loft复式落地窗&现代温馨两居室,263,None,3,5.0,4
【一栈】长隆旅游度假区&广交会&琶洲会展,185,近南村万博地铁站,58,4.9,2
近融创白云机场碧桂园蓝色心情套房（落地阳台）,121,None,18,4.8,2
浪漫满屋（可长租）,120,近植物园地铁站,3,4.8,2
【沐日&喜乐】万达广场/长隆欢乐世界～番禺天河城购物中心/南村万博地铁站/近大学城/必打卡复式投影房,302,None,3,5.0,2
免费车送到长隆各园区一清新秋千大床房（5分钟到欢乐世界、大马戏）,172,近大石地铁站,245,4.8,2
【梅花园】枫宿·东站/天河客运站/体育西/两居室4人入住,142,近梅花园地铁站,28,4.8,4
长隆景区复式二房一厅冰雪奇缘儿童房,328,近汉溪长隆地铁站,360,4.9,4
【一栈】长隆景区现代美式设计 | 地铁站,185,近南村万博地铁站,63,4.8,2
长隆度假区广州南站祈福大夫山,145,近钟村地铁站,114,5.0,2
长隆度假区广州南站祈福大夫山,145,近钟村地铁站,114,5.0,2
与你有约套房/广州南站/万科/长隆度假区,166,近广州南站地铁站,4,4.8,4
【情侣优选】【暑假低价】【安全已消毒】【芒夕】汉溪长隆/欢乐世界/动物园/超清投影大床房/近地铁口/,246,近汉溪长隆地铁站,16,5.0,2
可月租/温馨复式两房/近地铁/万达/长隆/天河城,234,近南村万博地铁站,6,5.0,4
中山二路简约风格二居公寓 三张床,263,近东山口地铁站,3,5.0,4
"广州南站/长隆景区/大学城/复式清新双床房/地铁2号线,地铁7号线旁边",148,None,1,5.0,2
公园前和西门口双地铁站近上下九北京路复式,119,近西门口地铁站,29,4.8,2
心悦年华9/广州南站旁/近长隆/可做饭/一楼电视二楼投影/情侣/大学城,147,None,5,4.9,2
近长隆水上乐园』简约低调双床主题房,196,近南村万博地铁站,50,5.0,2
【高清投影·自动麻将·娱乐】/海洋玻璃球滑梯长隆动物世界/水上乐园/加拾民宿,508,近汉溪长隆地铁站,82,4.9,6
近商圈近医院温馨私享一房,224,近淘金地铁站,153,4.8,2
【迎商】迎商酒店(广州广园新村景泰步行街店)白云山风景区舒适双床房,152,近飞翔公园地铁站,342,4.7,2
【网红·定制】广州东站宜家珠江新城小蛮腰,200,近广州东站地铁站,27,4.7,2
【迎商】迎商酒店(广州西门口地铁站店)海珠广场/北京路步行街迎商双床房,165,None,113,5.0,2
双床广州南站长隆旅游区祈福大夫山,131,近钟村地铁站,221,4.9,2
【迎商】迎商酒店(广州西门口地铁站店)海珠广场/北京路步行街迎商双床房,165,None,113,5.0,2
双床广州南站长隆旅游区祈福大夫山,131,近钟村地铁站,221,4.9,2
【星宿】loft云泡&安华汇&白云大道北,208,近白云大道北地铁站,24,4.6,2
24h机场免费接送碧桂园二房一厅豪华套房,209,近机场南（1号航站楼）地铁站,128,4.7,4
【隐家】【北亭】2房1厅欢聚一堂2大床/简约北欧风/大学城广大华师广工星海/广州车展/洁癖宿,186,None,1,5.0,4
【迎商】迎商酒店(广州西门口地铁站店)海珠广场/北京路步行街惠选双床房,133,近西门口地铁站,207,4.5,2
西关上下九长寿路地铁两房一厅主卧房可长租,188,近长寿路地铁站,29,5.0,2
「云梦泽·旭川」浮曦暖阳 / 宽屏投影 / 江桥双景 / 天字码头、夜游,241,None,7,5.0,2
【迎商】迎商酒店(广州西门口地铁站店)海珠广场/北京路步行街惠选大床房,117,近西门口地铁站,357,4.5,2
【小筑】轻奢复式 地铁淘金站 广州火车站,193,近淘金地铁站,13,4.7,2
法式轻奢｜设计师之家｜高层电梯两房｜品质小区｜陈家祠｜上下九｜北京路｜沙面永庆坊｜市儿童医院｜,254,None,5,5.0,4
西关里珠玑—具有西关原汁原味特色民宿,194,近黄沙地铁站,109,5.0,2
近区庄淘金地铁 肿瘤医院 眼科中心 做饭,182,近区庄地铁站,5,5.0,5
变形金刚 主题民宿 超大滑梯 巨型雕像 全套儿童换装 主题玩具 游戏机 ktv 专属男孩房 步行长隆,640,None,49,4.9,6
小星家长隆复式智能房配2.4米特大床,200,近汉溪长隆地铁站,35,4.9,4
近区庄淘金地铁 肿瘤医院 眼科中心 做饭,182,近区庄地铁站,5,5.0,5
变形金刚 主题民宿 超大滑梯 巨型雕像 全套儿童换装 主题玩具 游戏机 ktv 专属男孩房 步行长隆,640,None,49,4.9,6
小星家长隆复式智能房配2.4米特大床,200,近汉溪长隆地铁站,35,4.9,4
宅寂｜可步行至长隆和地铁站  复式独立两房，近长隆，广州南站,224,近汉溪长隆地铁站,20,5.0,4
【韩风榻榻米】天河龙洞步行街植物园地铁站,174,近龙洞地铁站,6,4.8,2
维也纳斯酒店·精选(广州新白云国际机场店)新白云国际机场附近精选双床房,170,近高增地铁站,519,4.6,3
豪华复式3床套房☞汉溪长隆地铁站店,307,近汉溪长隆地铁站,123,4.9,5
轻奢复式大床套房*长隆地铁口*步行15分钟长隆动物园*大马戏*欢乐世界,216,近汉溪长隆地铁站,230,4.9,2
【25℃】地铁口.ins风loft双床房,161,近汉溪长隆地铁站,2,5.0,2
无铭小栈：樱落 广州东站地铁上盖|高层公寓大落地窗|1.8大床一居室|近体育中心|近体育西路商圈,291,None,7,5.0,2
月租大优惠 大石地铁 周董旧时光 可做饭,214,近汉溪长隆地铁站,6,5.0,4
【吾舍】ins风  落地大阳台   靠白云三元里、广州火车站、新市,152,None,6,5.0,2
祈福缤纷汇柴犬主题两房公寓【可做饭】、日式风格、近广州南站、长隆欢乐世界、钟村地铁站,208,None,1,5.0,3
【广州长隆】复式loft科比主题双床/加床住6人/地铁直达广州塔珠江新城大学城/广州南站/白云机场,187,None,2,5.0,4
【清沁园】《可麻将，可四床》近长隆广州塔南站汉溪长隆地站口独立复式两房,270,近汉溪长隆地铁站,3,5.0,4
【清沁园】《可麻将，可四床》近长隆广州塔南站汉溪长隆地站口独立复式两房,270,近汉溪长隆地铁站,3,5.0,4
【静栖】免费车接送长隆各景点&大马戏表演结束后可步行回来一一童趣3D小游戏机大床房,190,近大石地铁站,194,4.7,2
【花涧】可短租／陈家祠地铁口附近／西关美食+永庆坊沙面西关大屋／上下九圣心大教堂／亲民电梯三床房,190,近陈家祠地铁站,4,5.0,3
【消毒】佩奇的滑梯房·长隆欢乐世界动物园,558,近汉溪长隆地铁站,50,5.0,6
广州南站、长隆、钟村地铁站 主题大床房,118,近钟村地铁站,8,4.9,2
【小舍】远观小蛮腰夜景！美好人生，不将就！小米120英寸大投影仪/高层网红大圆床INS风\祈福缤纷汇,222,近钟村地铁站,26,4.9,4
榻榻米日式 祈福缤纷汇1.8床大一房 可做饭，近长隆景区 广州南站 祈福医院,198,近钟村地铁站,5,5.0,2
江南西步行街地铁站/仲恺农业工程学院/中大/贵客一居室,168,近江南西地铁站,7,4.8,2
智简民宿（高配）大学城/华师/广大/星海/AI加持/自助手工咖啡/大屏电视,121,近大学城北地铁站,47,4.8,2
【拾凤房】广州长隆家庭式复式大床套房*loft公寓*麻将房*超大落地窗*近长隆度假区20分钟到,259,None,3,4.7,4
可做饭 | 连住优惠 | 南浦地铁站旁大露台北欧套房｜近长隆南站江南西,227,近南浦地铁站,27,4.9,2
带厨房厨具/简约风温馨私享落地窗大床房/君立国际公寓/大沙发/近广东省旅游学校/近地铁,177,近同和地铁站,15,4.9,2
上下老西关荔枝湾永庆坊地铁站附近|复式,124,近长寿路地铁站,32,4.8,2
暖窝•暗里着迷】中山大学/广州塔/珠江新城/琶洲会展广交会/长隆/美食街/花园小区/煮饭聚餐/地铁,298,近鹭江地铁站,22,4.8,4
再住国际公寓(广州沙河顶万佳服装批发市场店)环市东路附近时尚北欧大床房,146,None,6,5.0,2
再住国际公寓(广州沙河顶万佳服装批发市场店)环市东路附近时尚北欧大床房,146,None,6,5.0,2
长隆动物园旁1房1厅亲子滑滑梯按摩椅公寓,93,None,6,5.0,3
🏨广州南站靠近汉溪长隆/水上乐园双人房,88,近广州南站地铁站,104,4.8,2
广州美泊精品公寓番禺长隆/广州南站附近豪华复式三床房,225,近石壁地铁站,5,4.8,6
广州北一房一厅舒适大床房清新北欧风/简约风 大客厅 独立卫生间 近高铁站、汽车站、地铁9号线、近医院,104,None,4,5.0,2
粤美居/3/7汉溪长隆站/水上乐园/南站/野生动物园/欢乐世界广交会/私人影院3D蓝牙/豪华家庭套房,276,近汉溪长隆地铁站,73,4.9,4
麻田居5长隆景区动物园欢乐世界*地铁站*广州南站*广州塔*琶洲loft复式两房三床,312,近汉溪长隆地铁站,21,5.0,6
陶舍小隐禅意民宿(榻榻米大床房),280,近马鞍山公园地铁站,88,5.0,2
无铭小栈：纤云|广州东站地铁上盖|高层落地窗公寓|1.8大床+1.8沙发床一居室|近体育中心 太古汇,291,None,4,5.0,4
长隆野生动物园粉色马卡龙大滑梯复式双床房,395,None,45,5.0,4
广州国际演艺中心+香雪地铁复式双床套房,216,近香雪地铁站,31,4.9,2
轻奢6人住套房,309,近高增地铁站,12,4.9,6
【波西米亚】舒适1.8大床同和地铁站,215,近同和地铁站,4,5.0,3
『简◎宿』番禺区尚岛国际南浦地铁站/近商圈.地铁二号线.南站.长隆/高层公寓/安全安静干净/私人影院,93,None,12,5.0,2
适合一家四口之家的亲子房一熊猫亲子三床房（床带护栏),292,近大石地铁站,38,4.8,4
花语SEA雅致系长隆南站复式loft两房两厅套房近商圈,245,None,1,5.0,4
24h机场免费接送 精装1.8米舒适大床,108,近机场南（1号航站楼）地铁站,270,4.9,2
【隐家】【北亭】温馨商务大床/大学城广大华师广工星海/琶洲车展/洁癖宿/简约北欧风,104,None,17,5.0,2
消毒/广州南站免费接送  One Day设计甄选大床房ཧ,70,None,255,4.9,2
森鹿 祈福缤纷汇1.8大床房｜可做饭，近长隆景区  广州南站,214,近钟村地铁站,5,4.8,2
24小时免费接送广州白云机场尊享大床房,106,None,21,4.9,2
杜小姐的梦/万达商圈近地铁长隆南站交易会,294,近南村万博地铁站,16,5.0,2
朴宿喜度民舍(广州长寿路地铁站店)沙面岛/上下九步行街朴宿loft复式双床房,130,近长寿路地铁站,86,4.8,2
【高清投影·自动麻将·娱乐】海洋球网红房汉溪长隆站动物园,508,近汉溪长隆地铁站,74,4.9,6
【温梦】1分钟乘地铁/毗邻太古汇/万菱汇,497,近石牌桥地铁站,119,4.9,2
广州北京路谊尚酒店海珠广场/北京路步行街特惠大床房,199,近北京路地铁站,740,4.7,2
南浦地铁2号线商圈温馨大床房-直线南站近长隆,128,None,6,5.0,2
近广州南站网红民宿简约大床房/南站免费专车接送/全面消毒,68,None,165,4.9,2
长隆美雅复式双床房（汉溪长隆地铁站）,639,近汉溪长隆地铁站,136,4.8,2
广州南站长INS风秋千房（安心住已消毒）,71,近广州南站地铁站,77,4.9,2
淘金世贸商圈/近中山眼科医院/肿瘤医院/广州医科大学附属肿瘤医院/家电厨具齐全/可整租/近北京路天河,552,近淘金地铁站,50,4.9,4
风轻轻吹/长隆景区/坚果投影/亚特兰对面/潮联大厦附近,1398,None,4,4.9,2
暖窝•隐形翅膀】黄金海岸泳场/广州塔/中山大学/仲恺学院/珠江新城/琶洲会展/广医海印分院/可做饭,1415,近中大地铁站,19,5.0,4
『新寓&异域风情』一房一厅/广州塔/海心桥/海心沙/广交会/珠江夜游/广东第二师范/情侣旅游/领事馆,4710,近广州塔地铁站,7,5.0,2
广州百信广场北欧简约风格大床房,214,近白云文化广场地铁站,9,5.0,2
兔酷酷，长隆动物园北门坚果高清投影房,1565,近谢村地铁站,16,5.0,2
地铁三号线大石地铁站近长隆时尚简约大床房,162,近大石地铁站,67,4.7,2
【情侣优选】【暑假低价】【安全已消毒】【夕夏】汉溪长隆/欢乐世界/动物园/超清投影大床房/近地铁口,246,近汉溪长隆地铁站,3,4.9,2
山居·【春涧】广州天河轻奢故事特色民宿 ,208,近柯木塱地铁站,11,5.0,2
超奈斯/高性价比/150米到地铁/北京路商圈/电梯高层/两房一厅一卫/商务及家庭游首选,241,None,2,5.0,4
北欧少女心主题房 广州老西关上下九步行街 沙面陈家祠 华林寺地铁站b出口十三行服装批发华林国际珠宝馆,201,近文化公园地铁站,42,4.5,2
無宿:踏春特惠:长隆旁小清新特色麻将房/可住4人/近广州南站珠江新城广州塔近地铁3号线、7号,223,None,1,5.0,4
广州长隆景区•童趣温馨亲子房•情侣•南站,301,近汉溪长隆地铁站,72,5.0,6
亲子游乐房机场和地铁口24小时免费接送,97,None,46,4.8,2
麋鹿优雅复式独立2房Loft，可洗衣做饭 近广州长隆 广州南站 大夫山,224,近钟村地铁站,9,5.0,4
珠江新城地铁口/广州塔/可做饭大阳台,342,近五羊邨地铁站,5,5.0,3
【天字码头】豪华江景高层公寓-已高温消毒,294,近团一大广场地铁站,2,5.0,2
【租窝儿】陈家祠 / 荔枝湾 / 流花湖公园 / 藤植诗意主题房,159,None,1,5.0,2
【长住可咨询】星意家·长隆·动物园·大马戏·广州南·地铁三号线大石站·复式两房,193,近大石地铁站,12,5.0,4
广州8天酒店式公寓番禺市桥/亚运城商务大床房,139,近市桥地铁站,113,4.8,2
现代都市风情上下九江景复式两居室,262,近如意坊地铁站,22,4.9,4
金沙小筑/地铁上盖/16K高清投影/原装音响/金沙洲新出炉Loft/情侣度假/商务出行/浮生寻梦,288,None,2,5.0,2
可月租，短长租 美式复式两房/双地铁/近长隆/直达广州塔南站#海狸家,298,近汉溪长隆地铁站,38,4.9,4
长隆地铁上盖，毗邻长隆欢乐世界，动物园，水上乐园，国际大马戏，秋千主题家庭三床房,227,None,4,5.0,4
长隆旁亲子简约风考拉Loft复式民宿,264,None,2,5.0,4
 地铁口.长隆度假区ins复式loft,209,近汉溪长隆地铁站,2,5.0,4
【设计师民宿】地铁南村万博|近天河城|万达广场|长隆|广州南站|大学城【1居】无wifi网络,190,None,2,5.0,2
慕私酒店(广州新白云国际机场店)新白云国际机场附近慕私双床房,220,近高增地铁站,32,4.6,2
穗馆如茵 独享 投影 上下九步行街 长寿路地铁站 沙面 永庆坊 公园旁 荔枝湾景区 北京路 ,238,近长寿路地铁站,18,5.0,4
【低价周租月租】可做饭【南站】石壁站两分钟复式夜景两房⑦,172,None,97,4.9,4
【低价周租月租】可做饭【南站】石壁站两分钟复式夜景两房⑦,172,None,97,4.9,4
迷幻森林｜楼下北京路｜广百百货｜天子码头,298,None,2,5.0,2
【雅稚】免费车接送到长隆欢乐世界、野生动物园、水上乐园、国际大马戏    阳光双床房 （可投屏）,287,None,6,5.0,4
尊享双床房24小时免费接送白云机场,130,None,1,5.0,3
（配消毒水）地铁直达体育西/轻奢美欧式风,138,近人和地铁站,8,5.0,2
金铂复式公寓(广州北京路金润铂宫店)海珠广场/北京路步行街高级复式大床房,239,近北京路地铁站,209,4.8,2
【愉舍】1分钟乘地铁/毗邻太古汇/万菱汇,497,近石牌桥地铁站,233,4.8,2
长隆旁近地铁│斑马奇妙屋，亲子大两房,251,近大石地铁站,17,4.9,4
【迎商】迎商酒店(广州海珠广场北京路店)海珠广场/北京路步行街商选双床房,160,近海珠广场地铁站,96,4.5,1
『南站』浪漫时光北欧风一居室,157,近南村万博地铁站,96,4.8,2
薇薇家5长隆*地铁*高铁*广州塔*琶洲,343,近汉溪长隆地铁站,74,4.8,6
广州北京路谊尚酒店海珠广场/北京路步行街宜居大床房,223,近北京路地铁站,118,4.7,2
【隐家】【北亭】沙发（可变床）大床房1到4人/简约北欧/大学城广大华师星海/洁癖宿/沙发变床有费用,119,None,5,5.0,2
广州南站/长隆景区/复式两房一厅/高层复式双床房,166,None,15,4.6,2
骏福连锁酒店江南西/国际轻纺城/珠江南附近北海道日式情侣房,315,近江南西地铁站,175,4.9,2
骏福连锁酒店江南西/国际轻纺城/珠江南附近北海道日式情侣房,315,近江南西地铁站,175,4.9,2
祈福新村缤纷汇商圈大屏幕独立厨房大床房,192,None,17,5.0,2
夕阳西下｜3min地铁｜北京路｜上下九,259,None,9,4.9,2
【柠檬海】糖果系可短租／长寿路地铁口附近／西关美食+永庆坊沙面西关大屋上下九圣心大教堂／电梯投影大床,164,近长寿路地铁站,28,5.0,2
南栖精品公寓,220,近石壁地铁站,9,5.0,2
ins风高层观江景Loft复式两居室,262,近如意坊地铁站,6,5.0,4
【25℃】双床地铁口#长隆度假区ins风,179,None,2,5.0,4
广州南站网红《民宿》简约文艺大床房有精品小礼品赠送  (全面消毒),65,近广州南站地铁站,3102,4.8,2
宫崎峻之家2/长租优惠/长隆/双地铁南站,255,近汉溪长隆地铁站,43,4.9,4
从化明月山溪.欧式复古5房温泉别墅带『私家温泉·泳池』,1150,None,18,5.0,10
西关里十甫-独立天台花园大浴缸步行街景点,189,近黄沙地铁站,3,4.8,2
广州南站/长隆景区/落地窗270度观景/星空之恋豪华双床房,143,近石壁地铁站,13,4.5,3
昌岗地铁站/达镖/广交会/1米8床/发票,270,近昌岗地铁站,15,4.8,2
长隆景区*动物园*大马戏*3/7号地铁*琶洲*广州塔*水上乐园*复式loft田园风温馨套房,320,None,2,5.0,5
长隆地铁/马戏爱马仕家居风/单间双床民宿,180,近汉溪长隆地铁站,53,5.0,2
长隆地铁/马戏爱马仕家居风/单间双床民宿,180,近汉溪长隆地铁站,53,5.0,2
碧桂园二房一厅蓝色简约套房（免费接送）,181,近机场北（2号航站楼）地铁站,116,4.9,4
【隐家】甜美公主/1.5m大床/贝岗gogo新天地/大学城/广外中大/洁癖宿,111,None,21,5.0,2
180度私家阳台骑楼/近上下九,280,近黄沙地铁站,10,4.9,2
易成假日公寓(广州番禺万达广场店)番禺长隆/广州南站附近精品双床房,233,近南村万博地铁站,166,4.7,2
汉溪长隆地铁站•复式loft•乐高积木童趣房,238,None,58,5.0,4
广州北京路谊尚酒店海珠广场/北京路步行街宜人大床房,207,近北京路地铁站,366,4.7,2
