民宿标题,价格,地利,评论数,得分,适合居住人数
二环内精致LOFT复式-步行天安门故宫前门大街天坛大栅栏-地铁3分钟,1280,None,4,5.0,8
地铁口【长住距惠】【私家影院】【落地飘窗】三里屯太古里/工体/东直门/国贸/轻奢大床房,702,None,258,5.0,2
土桥地铁日式两居Loft复式,320,None,10,4.9,4
地铁口【巨幕私人影院】+【超大落地窗】朝阳门/故宫/建国门/后海酒吧/三里屯酒吧,711,None,295,5.0,2
北京百花酒店首都机场/新国展地区云溪复式精品大床房,367,近褡裢坡地铁站,240,4.7,2
环球影城园景主题公寓【180度景观】,360,None,7,4.9,2
适合情侣旅行居住。通州环球影城，土桥八通线，自由筑三期精装开间，近商圈，近医院，近大学，,253,None,1,5.0,2
居派空间公寓(北京二外店)传媒大学/管庄地区时尚大床房,369,近双桥地铁站,51,4.6,2
天安门故宫景点旅游度假无杂费两居,668,近十里河地铁站,79,4.5,6
领寓简欧大床房,450,None,8,5.0,2
«Morandi.莫兰迪～»百子湾120寸高清投影Loft一居.可洗衣做饭下单请先咨询,498,None,16,4.9,2
北京智胜时尚酒店三里屯/工体/东直门地区家庭房,491,近东大桥地铁站,10,4.9,4
近八通线近商圈Loft复式商旅家庭套房,336,None,8,5.0,5
«Morandi.莫兰迪～»百子湾120寸高清投影Loft一居.可洗衣做饭下单请先咨询,498,None,16,4.9,2
北京智胜时尚酒店三里屯/工体/东直门地区家庭房,491,近东大桥地铁站,10,4.9,4
近八通线近商圈Loft复式商旅家庭套房,336,None,8,5.0,5
水长城/三良家@003 日式榻榻米投影大床房日式清新风,374,None,1,5.0,2
疫情期间可出租-亦庄文化园地铁站林肯公园,329,近亦庄文化园地铁站,4,5.0,2
二外传媒大学国贸双桥阳光大床房,388,近传媒大学地铁站,38,5.0,2
北京百花酒店首都机场/新国展地区花涧复式浪漫情侣大床房,419,近褡裢坡地铁站,20,4.9,2
天安门故宫中国肿瘤医院三里屯后海,699,近十里河地铁站,9,5.0,4
望京(葵花家)时尚风双飘窗豪华投影公寓5,648,近阜通地铁站,39,5.0,2
北京南站双地铁楼上崇文门东单经济双床房,798,近蒲黄榆地铁站,34,5.0,4
【盒子空间】盒子空间酒店(北京金台路地铁站店)国贸地区投影榻榻米房,351,近金台路地铁站,43,4.7,2
北京朝阳区十里河阿叶短租,438,近方庄地铁站,17,4.6,4
北岸2情侣近邻机场14、15号地铁,359,近马泉营地铁站,6,5.0,2
近双桥地铁站心情盒子《时尚大床房》,438,近双桥地铁站,14,4.7,2
北京国贸世纪公寓劲松/潘家园地区两室一卫,950,近双井地铁站,82,4.8,4
北岸2情侣近邻机场14、15号地铁,359,近马泉营地铁站,6,5.0,2
近双桥地铁站心情盒子《时尚大床房》,438,近双桥地铁站,14,4.7,2
北京国贸世纪公寓劲松/潘家园地区两室一卫,950,近双井地铁站,82,4.8,4
西直门北医三院人民医院蓝色色风尚长短租均可,486,近西直门地铁站,48,4.9,2
100寸4k投影，清河站上地站地铁旁整套一居室，近商圈、体育大学、北大清华,334,None,7,4.6,2
«Tiám.初遇～»120寸4K高清家庭影院百子湾loft复式.可洗衣做饭.长租优惠.下单请先咨询,498,None,9,5.0,2
同仁医院，北京南站，天安门，故宫地铁边100米智能复式公寓,1230,None,3,5.0,4
北京环球影城｜设计师北欧ins风｜简约生活空间｜180°观景民宿｜尊享接送服务,493,None,3,5.0,4
【尘客·暖阳小院】亲子·聚会·烧烤·度假·网红ins,1344,None,5,4.9,4
瑞兆酒店(北京国贸店)国贸地区大床房,372,近双井地铁站,912,4.5,2
【可月租】【半夏】 观鸟巢/会议中心一居近五道口,529,近安立路地铁站,32,4.7,2
天安门故宫，东单王府井，天坛公园地铁口近地铁10号线、5号线、亦庄线,474,近宋家庄地铁站,116,4.7,2
国贸双井苹果社区公寓双大床标间,440,近九龙山地铁站,8,4.9,4
恒大领寓/恒大御景湾/朝阳区/欢乐谷,389,近焦化厂地铁站,6,4.6,2
【悠家】近7号线、8通线地铁线/环球影城/大运河森林公园/北京动物园/张家湾博物馆/京杭大运河,471,None,4,5.0,6
恒大领寓/恒大御景湾/朝阳区/欢乐谷,389,近焦化厂地铁站,6,4.6,2
【悠家】近7号线、8通线地铁线/环球影城/大运河森林公园/北京动物园/张家湾博物馆/京杭大运河,471,None,4,5.0,6
【秋果】秋果酒店(北京朝阳路店)国贸地区和风影音大床房,536,None,95,4.8,2
独立一居 四惠 百子湾 传媒大学 月租,338,近传媒大学地铁站,8,5.0,2
【Treasure宝藏民宿|海德薇】通州土桥哈利波特风格主题民宿,480,None,4,5.0,3
【7天优品】7天优品Premium(北京首都机场店)首都机场/新国展地区舒享大床房,255,近T2航站楼地铁站,307,4.8,2
金海湖休闲度假小镇,666,None,41,4.9,4
二环内高档LOFT公寓-步行天安门故宫前门大街天坛大栅栏-地铁3分钟-走路看升旗,1380,None,9,4.8,7
世家轻奢酒店(北京财满街店)国贸地区惠选大床房(无窗),312,近高碑店地铁站,582,4.8,2
【翼家】首北京都国际机场,346,近T3航站楼地铁站,20,4.9,4
【桉白】地铁大屯路东近鸟巢 轻奢影院房,556,近大屯路东地铁站,30,4.8,2
草莓/北京站中国肿瘤医院潘家园,664,近十里河地铁站,11,5.0,4
轻遇社区民宿欢乐谷游乐区轻遇鎏金--榻榻米大床房,276,None,3,5.0,2
崇文门东单北京南站地铁直达同仁协和住五人,788,近蒲黄榆地铁站,26,4.9,5
艺考  传媒大学 高碑店 吉里艺术区 华膳园 中国油画院,338,None,5,5.0,2
崇文门东单北京南站地铁直达同仁协和住五人,788,近蒲黄榆地铁站,26,4.9,5
艺考  传媒大学 高碑店 吉里艺术区 华膳园 中国油画院,338,None,5,5.0,2
密云茶华园两室一厅独立小院（石墙石屋）,687,None,64,4.9,5
【智尚】Zsmart智尚酒店(北京华威南路店)劲松/潘家园地区都市大床房,351,None,9,5.0,1
近西客站天坛医院总部基地精装一居室,475,None,4,5.0,2
宝隆精品公寓,358,近纪家庙地铁站,3,5.0,2
超级蜂巢 四惠 高碑店 传媒大学 百子湾,334,近传媒大学地铁站,11,5.0,2
枫岛酒店(北京杨闸环岛店)传媒大学/管庄地区Green·休闲单人房,246,近管庄地铁站,184,4.8,1
简约中国肿瘤医院天安门北京站三里屯,699,近方庄地铁站,8,5.0,5
Y阳光/301医院/武警医院/地铁/轻奢,599,近五棵松地铁站,3,4.7,5
【喆啡】喆啡酒店(北京国贸店)国贸地区醇享生活大床房,556,None,50,4.5,2
9四合院浪漫大床【荣小姐】故宫天安门南锣,732,近鼓楼大街地铁站,163,4.9,2
【布丁精选】布丁精选酒店(北京国贸永安里地铁站店)北京站/建国门地区轻奢大床房(无窗),373,近永安里地铁站,38,4.9,2
雨山前-听月.慕田峪长城.山景网红独院.梦幻星空/一目一景/团建/亲子/聚会/剧本/烤全羊,2171,None,28,5.0,8
红庙北里的中福短租标准大床房,368,近红庙（暂缓开通）地铁站,55,4.5,2
【布丁精选】布丁精选酒店(北京国贸永安里地铁站店)北京站/建国门地区轻奢大床房(无窗),373,近永安里地铁站,38,4.9,2
雨山前-听月.慕田峪长城.山景网红独院.梦幻星空/一目一景/团建/亲子/聚会/剧本/烤全羊,2171,None,28,5.0,8
红庙北里的中福短租标准大床房,368,近红庙（暂缓开通）地铁站,55,4.5,2
怀柔民宿/恒温泳池/喇叭沟门/原始森林/白桦林/福丽雅舍/团建/KTV/麻将机/烤全羊/整院/别墅,2574,None,44,5.0,12
疫情期间可出租-亦庄文化园林肯公园大开间,329,近亦庄文化园地铁站,3,5.0,2
服务公寓【商务二居套房】三里屯·东直门·地铁6/2号线·24小时前台和安保服务,1338,None,2,5.0,4
北京远帆酒店传媒大学/管庄地区豪华大床房,382,近草房地铁站,51,4.5,2
北京亿兴精选酒店永定门/南站/大红门/南苑地区豪华大床房,444,近北京南站地铁站,23,4.5,2
南三环 宋家庄地铁站 loft公寓,799,近宋家庄地铁站,47,4.9,2
【小鱼儿】四惠 高碑店 传媒大学 百子湾,338,近传媒大学地铁站,4,5.0,2
桂京商务酒店(北京国贸店)国贸地区豪华家庭房,589,近双井地铁站,39,4.6,3
北京吉庆堂四合院特色民宿后海/南锣鼓巷地区西厢北房,634,近安定门地铁站,5,4.9,2
邻近传媒大学四惠国贸蜂巢花园里创业园,334,近传媒大学地铁站,25,4.9,2
天坛医院花乡汽车博物馆精装公寓,483,None,6,5.0,2
首都机场换装自拍精装loft,501,近T3航站楼地铁站,7,4.9,3
北京吉庆堂四合院特色民宿后海/南锣鼓巷地区西厢北房,634,近安定门地铁站,5,4.9,2
邻近传媒大学四惠国贸蜂巢花园里创业园,334,近传媒大学地铁站,25,4.9,2
天坛医院花乡汽车博物馆精装公寓,483,None,6,5.0,2
首都机场换装自拍精装loft,501,近T3航站楼地铁站,7,4.9,3
北京裕丰民宿永定门/南站/大红门/南苑地区经济大床房,279,近北京南站地铁站,58,4.5,2
长租特惠｜CenterPark｜新城国际国贸高端公寓,950,近金台夕照地铁站,3,5.0,2
北京蜜糖时光酒店前门/天坛公园/崇文门亲子房,680,近广渠门内地铁站,143,4.8,3
【和家】和家民宿(北京清华店)中关村/五道口特价房,398,近五道口地铁站,966,4.6,2
北京美朋轻奢酒店永定门/南站/大红门/南苑地区零压豪华大床房,398,None,199,4.9,2
2阳台大床房【荣少爷】故宫天安门后海,699,近什刹海地铁站,230,4.8,2
城市酒店式公寓(北京回龙观店)回龙观/天通苑地区大床房,370,近育知路地铁站,11,4.6,2
大床房,606,近望京地铁站,32,4.8,2
七姑娘民宿-栗山小筑.整院.慕田峪长城.红螺寺.雁栖湖.山景.聚会.亲子.暖气.火锅.烧烤,1406,None,82,5.0,5
【三舍•伊芙】南站肿瘤医院爱尔眼科医院高层休闲房,428,近方庄地铁站,15,4.9,2
悠然山居精品民宿联排别墅【栖身栋】,1792,None,41,5.0,10
七姑娘民宿-栗山小筑.整院.慕田峪长城.红螺寺.雁栖湖.山景.聚会.亲子.暖气.火锅.烧烤,1406,None,82,5.0,5
【三舍•伊芙】南站肿瘤医院爱尔眼科医院高层休闲房,428,近方庄地铁站,15,4.9,2
悠然山居精品民宿联排别墅【栖身栋】,1792,None,41,5.0,10
天安门故宫肿瘤医院景点房实惠两居,612,近十里河地铁站,33,4.6,6
【loft】宋家庄地铁站 榻榻米精品公寓,889,近宋家庄地铁站,68,4.9,4
宋家庄，前门，双井，豪华智能loft套房,658,近宋家庄地铁站,111,4.9,2
成铭公寓(北京朝阳大悦城公园1872店)燕莎/朝阳公园商业区精选影视大床房,570,近十里堡地铁站,109,4.9,2
朝阳北路常楹天街商务大床房,395,近常营地铁站,20,4.7,2
【麗枫】麗枫酒店(北京通州环球果园地铁站店)果园环岛/通州区高级双床房(无窗),320,近梨园地铁站,408,4.9,2
十渡四合院民宿两室一厅泳池KTV麻将机儿童滑梯誓言玻璃栈道高山漂流东湖港孤山寨乐谷银滩,909,None,None,None,4
 金海湖桃花小著现代简约一居精品民宿2,300,None,20,4.9,2
北京西站故宫天安门307医院温馨居家两居,615,近西局地铁站,38,4.9,4
北京化工路焦化厂七号线商圈,268,近焦化厂地铁站,3,4.9,4
二环内LOFT高档公寓-步行天安门故宫前门大街天坛大栅栏-走路看升旗-地铁3分钟,1380,None,4,4.9,7
北京何所有酒店永定门/南站/大红门/南苑地区特色温泉雅致榻榻米房,453,None,4,5.0,2
北京化工路焦化厂七号线商圈,268,近焦化厂地铁站,3,4.9,4
二环内LOFT高档公寓-步行天安门故宫前门大街天坛大栅栏-走路看升旗-地铁3分钟,1380,None,4,4.9,7
北京何所有酒店永定门/南站/大红门/南苑地区特色温泉雅致榻榻米房,453,None,4,5.0,2
金海湖晨澜居,498,None,14,5.0,4
怀柔民宿I竹简 · 北山坡I黄花城水长城丨泳池I户外烧烤I麻将机IKTVI山景I亲子I,1496,None,1,5.0,8
小渔儿 四惠 高碑店 传媒大学 百子湾,338,近传媒大学地铁站,2,5.0,2
北京龙吉特民宿国展中心地区标准家庭房,376,近光熙门地铁站,4,4.5,3
【诗和远方】成寿寺地铁旁近故宫王府井三里屯高端公寓,511,近成寿寺地铁站,11,5.0,2
近地铁八通线温馨精品居,297,近土桥地铁站,14,4.9,2
如意家庭温馨套房,580,近七里庄地铁站,8,5.0,4
【COHO】一室艺术四合院（近簋街/南锣鼓巷/雍和宫/王府井/三里屯/工体/东直门/中医院),701,None,7,5.0,2
东方圣达轻居酒店(北京蒲黄榆地铁站店)永定门/南站/大红门/南苑地区亲子家庭房,436,近蒲黄榆地铁站,8,4.5,3
京玺酒店国贸地区精选大床房-全屋智能,711,None,109,5.0,2
【7天优品】7天优品酒店(北京燕莎三元东桥店)燕莎/朝阳公园商业区精选特优房,414,近亮马桥地铁站,231,4.7,2
【麗枫】麗枫酒店(北京南站木樨园地铁站店)永定门/南站/大红门/南苑地区雅致大床房,595,None,172,4.9,2
东方圣达轻居酒店(北京蒲黄榆地铁站店)永定门/南站/大红门/南苑地区亲子家庭房,436,近蒲黄榆地铁站,8,4.5,3
京玺酒店国贸地区精选大床房-全屋智能,711,None,109,5.0,2
【7天优品】7天优品酒店(北京燕莎三元东桥店)燕莎/朝阳公园商业区精选特优房,414,近亮马桥地铁站,231,4.7,2
【麗枫】麗枫酒店(北京南站木樨园地铁站店)永定门/南站/大红门/南苑地区雅致大床房,595,None,172,4.9,2
望京soho(葵花家)观影投影一室,668,近阜通地铁站,6,5.0,2
高碑店超级蜂巢短租 、飘窗视野开阔,389,None,2,5.0,2
【如家】如家酒店(北京蓝岛东大桥地铁站店)三里屯/工体/东直门地区标准双床房B(无窗),467,近东大桥地铁站,14,4.5,2
近永定路武警总医院温馨三人间,336,None,2,5.0,3
北京艺间酒店国贸地区精致一居室,529,近四惠地铁站,75,4.7,2
北京布提克精品酒店首都机场/新国展地区时尚圆床房,255,近国展地铁站,117,4.5,2
近7号线近商圈温馨私享,511,None,7,4.9,2
三里屯、工体、永利国际【长租智选】三里屯太古里/工体/东直门/国贸/轻奢大床房,1035,None,48,5.0,2
未名四合院(北京南锣店)后海/南锣鼓巷地区臻享套房,637,近鼓楼大街地铁站,27,4.8,2
北京百花酒店首都机场/新国展地区云溪复式精品双床房,398,近褡裢坡地铁站,73,4.7,3
怡• BL1d-十里堡地铁近国贸故独卫房,390,近十里堡地铁站,11,4.5,3
北京南站地铁10号线200米，智能复式房,1200,None,2,5.0,4
1中式大床【荣府老宅】故宫天安门南锣鼓巷,898,近什刹海地铁站,168,4.8,2
【城市精选】城市精选酒店(北京国展柳芳地铁站店)国展中心地区影院大床房(无窗),476,None,26,4.9,2
中意民宿(北京张家湾店)果园环岛/通州区商务大床房,151,近土桥地铁站,3,5.0,2
32 地铁7号线高楼金站30米-环球影城直线100米,233,None,2,5.0,2
近10号线近商圈Loft复式落地窗近地铁10号线、5号线、亦庄线近商圈近医院落地窗,1037,近宋家庄地铁站,27,5.0,2
【希岸·轻雅】希岸·轻雅酒店(北京双桥农场店)传媒大学/管庄地区希岸雅致房,315,近管庄地铁站,48,4.9,2
北京荣府老宅四合院酒店后海/南锣鼓巷地区特惠大床房,741,近什刹海地铁站,138,4.9,2
【华驿精选】华驿精选酒店(北京新国展首都机场店)首都机场/新国展地区精选双床间,195,近T2航站楼地铁站,2157,4.7,2
【如家商旅】如家商旅酒店(北京四季青桥店)公主坟/五棵松/石景山游乐园地区商务大床房(无窗),568,近海淀五路居地铁站,739,4.9,2
三环边地铁10号线国贸双井区域复式精装房,1230,None,1,5.0,4
步行悠唐/儿研所/使馆区/天安门/故宫/北京站/三里屯太古里/工体温馨大床房,2958,近朝阳门地铁站,19,4.8,2
朗丽兹北京亚运村鸟巢酒店亚运村/奥体中心地区豪华家庭房,871,近惠新西街北口地铁站,176,4.8,3
奥林花房实习生女生驿站！鸟巢，水立方附近，城铁边上！超级大的落地窗！交通便利！,128,None,8,4.6,1
近北京站阳光景观房女生六人间,87,None,2,5.0,6
地铁旁【三里屯太古里旁】【私人影院】【大阳台飘窗】【长住特惠】/东直门/工体/国贸/轻奢大床房,1658,None,272,5.0,2
朝阳地铁口 整套高层景观落地大窗独立一室一厅-带厨卫,1350,近双桥地铁站,331,4.8,2
近商圈/儿研所/悠唐/世贸天阶三里屯/太古里大床房近商圈,3480,近朝阳门地铁站,54,5.0,2
近前门大栅栏古玩城女生六间,87,None,8,4.8,6
【7天】7天连锁酒店(北京潘家园劲松店)劲松/潘家园地区精选大床房,307,近劲松地铁站,41,4.2,2
月租优惠•严格消毒 私密一居 近国贸CBD传媒大学地铁口,1350,近双桥地铁站,27,4.8,2
睿士家居主题酒店(北京宋家庄地铁站店)劲松/潘家园地区异域风情商务大床房,366,近宋家庄地铁站,217,4.4,2
CH主题酒店(北京西站店)北京西站/丽泽商务区商务尊享大床房,464,近六里桥东地铁站,31,4.7,2
【美丽窝4】西铁营高品质，北京南站/天安门/右安门,559,近草桥地铁站,20,5.0,4
家诚短租公寓(北京蒲黄榆店)劲松/潘家园地区经济双床房,570,近蒲黄榆地铁站,36,4.7,4
【希岸·轻雅】希岸·轻雅酒店(北京四惠国贸店)国贸地区希岸双床房,516,None,61,5.0,2
北京蜜糖时光酒店前门/天坛公园/崇文门高级商务双床房,663,近广渠门内地铁站,25,4.9,2
领域简欧公寓（简欧大床）,450,None,5,5.0,2
领域公寓(北京西直门明光桥店)西直门/北京展览馆地区温馨家庭房,598,None,5,4.8,3
瑞兆酒店(北京国贸店)国贸地区标准间,382,近双井地铁站,259,4.4,2
领域简欧公寓（简欧大床）,450,None,5,5.0,2
领域公寓(北京西直门明光桥店)西直门/北京展览馆地区温馨家庭房,598,None,5,4.8,3
瑞兆酒店(北京国贸店)国贸地区标准间,382,近双井地铁站,259,4.4,2
北京站国贸天安门大望路四惠九龙山后现代城,499,近大郊亭地铁站,1,5.0,3
【99民宿】99优选酒店(北京朝阳站十里堡地铁站店)燕莎/朝阳公园商业区大床房B,280,None,13,5.0,2
【听风】地铁大屯鸟巢清华北大影院一居,538,近大屯路东地铁站,16,4.9,2
金海湖晨澜居 | 观山,552,None,7,4.9,4
华庭酒店(北京石景山万达广场店)公主坟/五棵松/石景山游乐园地区舒适大床房,396,近八宝山地铁站,162,4.8,2
【喆啡】喆啡酒店(北京东坝首都机场第二高速路店)首都机场/新国展地区醇享生活房,435,None,104,4.9,2
【如家】如家酒店(北京蓝岛东大桥地铁站店)三里屯/工体/东直门地区促销双人房(无窗),469,近东大桥地铁站,142,4.6,2
北京站天安门故宫双井合生汇百子湾后现代城,550,近大郊亭地铁站,8,4.8,3
【美丽窝17】北京南站全新小区高档大二居，可两套住,629,近草桥地铁站,3,5.0,4
【亚朵】北京安贞亚朵S酒店马甸/安贞地区高级大床房,809,None,34,5.0,2
天安门故宫 北京西站 西国贸丽泽桥西局,692,近西局地铁站,5,4.9,4
北京苹果社区酒店公寓国贸地区双大床标准间,474,近九龙山地铁站,26,4.7,4
【美丽窝17】北京南站全新小区高档大二居，可两套住,629,近草桥地铁站,3,5.0,4
【亚朵】北京安贞亚朵S酒店马甸/安贞地区高级大床房,809,None,34,5.0,2
天安门故宫 北京西站 西国贸丽泽桥西局,692,近西局地铁站,5,4.9,4
北京苹果社区酒店公寓国贸地区双大床标准间,474,近九龙山地铁站,26,4.7,4
北京金泰丽湾公寓北京西站/丽泽商务区经济家庭间,610,近达官营地铁站,59,4.9,3
朝阳北路常楹天街影视商务房,422,近常营地铁站,1,5.0,2
（长租）亚运村鸟巢 水立方欧式大床房,457,近大屯路东地铁站,22,5.0,2
楚天民宿(北京十八里店南桥店)劲松/潘家园地区三人间,306,近分钟寺地铁站,3,5.0,3
故宫/恭王府/颐和园/天安门/两居,580,近西局地铁站,6,5.0,4
（WV梦幻华丽大床房）望京合生麒麟社店（可长租）,591,近望京地铁站,4,5.0,2
近天安门天坛国贸协和同仁肿瘤医院10号线成寿寺地铁可做饭的高端公寓,414,近成寿寺地铁站,25,4.9,2
北京301医院 五棵松地铁 天安门故宫 温馨温暖之家,632,None,7,5.0,4
近石榴庄地铁，宋家庄地铁阳光充沛大床房。,377,None,2,5.0,2
【秋果】秋果酒店总部基地/丰台体育中心/南宫地区和风榻榻米大床房,520,None,60,5.0,2
北京西站 南站307医院 天安门 两居室,615,近西局地铁站,12,5.0,4
近天安门天坛国贸协和同仁肿瘤医院10号线成寿寺地铁可做饭的高端公寓,414,近成寿寺地铁站,25,4.9,2
北京301医院 五棵松地铁 天安门故宫 温馨温暖之家,632,None,7,5.0,4
近石榴庄地铁，宋家庄地铁阳光充沛大床房。,377,None,2,5.0,2
【秋果】秋果酒店总部基地/丰台体育中心/南宫地区和风榻榻米大床房,520,None,60,5.0,2
北京西站 南站307医院 天安门 两居室,615,近西局地铁站,12,5.0,4
【麗枫】麗枫酒店(北京南站洋桥店)永定门/南站/大红门/南苑地区雅致大床房,624,近角门东地铁站,1336,4.8,2
北京上园公寓西直门/北京展览馆地区普通标准间,477,近西直门地铁站,302,4.4,2
【速8】速8酒店(北京国贸富邦大厦店)国贸地区高级双床房,410,近双井地铁站,114,4.3,2
北京行者居酒店劲松/潘家园地区主题圆床房(无窗),428,近宋家庄地铁站,441,4.5,2
金海湖·在水一方,448,None,6,5.0,7
【亚朵】北京花乡天坛医院亚朵酒店总部基地/丰台体育中心/南宫地区高级双床房,634,近首经贸地铁站,1683,4.9,2
十里河地铁站附近弘善家园小区4到5人套房,689,近十里河地铁站,3,5.0,5
夜景高层大窗 世贸天阶私人影院高端公寓，CBD中心，侨福芳草地，三里屯,799,近东大桥地铁站,5,4.9,2
【COHO】两室花园小院（近张自忠地铁站簋街南锣鼓巷后海雍和宫三里屯工体东直门）,1736,None,1,5.0,4
｢梧桐·宿夏｣ 网红滑梯海洋球房.含早餐.爬山玩水.慕田峪长城.红螺寺.雁栖湖,499,None,14,5.0,3
｢梧桐·宿夏｣ 网红滑梯海洋球房.含早餐.爬山玩水.慕田峪长城.红螺寺.雁栖湖,499,None,14,5.0,3
喆非酒店(北京欢乐谷垡头地铁站店)欢乐谷游乐区醇享生活房,461,近垡头地铁站,131,4.9,2
【秋果】秋果酒店(北京朝阳北路十里堡地铁站店)国贸地区影音和风间,620,近十里堡地铁站,296,4.9,2
【睿柏】如家睿柏·云酒店(北京南站洋桥店)永定门/南站/大红门/南苑地区大床房,417,近北京南站地铁站,337,4.4,2
二环外北京南站独立卫浴公寓出租,386,None,3,5.0,2
景里酒店(北京国贸店)欢乐谷游乐区影音高级大床房,692,近大郊亭地铁站,391,4.9,2
北京站潘家园中国肿瘤医院天安门欢乐谷国贸,699,近方庄地铁站,9,5.0,4
【秋果】秋果酒店(北京南站广安门大观园店)北京西站/丽泽商务区和风间,1024,近广安门内地铁站,145,4.9,2
一禾公寓(北京西直门店)西直门/北京展览馆地区舒适大床房,525,近西直门地铁站,486,4.9,2
近肿瘤医院短租房,330,None,5,4.9,3
【喆啡】喆啡酒店(北京小红门地铁站店)劲松/潘家园地区啡凡体验房,449,None,20,4.9,2
怀柔水长城三沐一宅民宿新日式落地窗私密整院、泳池、亲子、聚会、团建会议、烧烤火锅、ktv、桌游、棋牌,3453,None,16,5.0,14
CBD国贸双井大望路百子湾后现代城,454,近大郊亭地铁站,11,4.9,2
【钜惠】家庭双卧套房＋巨幕私人影院+超大落地窗」王府井/故宫/天安门/恭王府/后海/朝阳门北京站,1859,None,91,5.0,4
【盒子空间】盒子空间酒店(北京工业大学店)劲松/潘家园地区舒睡双床房,355,近十里河地铁站,23,4.5,2
一禾公寓(北京西直门店)西直门/北京展览馆地区舒适大床房,525,近西直门地铁站,486,4.9,2
近肿瘤医院短租房,330,None,5,4.9,3
【喆啡】喆啡酒店(北京小红门地铁站店)劲松/潘家园地区啡凡体验房,449,None,20,4.9,2
怀柔水长城三沐一宅民宿新日式落地窗私密整院、泳池、亲子、聚会、团建会议、烧烤火锅、ktv、桌游、棋牌,3453,None,16,5.0,14
CBD国贸双井大望路百子湾后现代城,454,近大郊亭地铁站,11,4.9,2
【钜惠】家庭双卧套房＋巨幕私人影院+超大落地窗」王府井/故宫/天安门/恭王府/后海/朝阳门北京站,1859,None,91,5.0,4
【盒子空间】盒子空间酒店(北京工业大学店)劲松/潘家园地区舒睡双床房,355,近十里河地铁站,23,4.5,2
