民宿标题,价格,地利,评论数,得分,适合居住人数
【福来居】观音桥/近商圈/清静小区,292,近红旗河沟地铁站,234,4.8,4
重庆西站大床房民宿/免费停车/地铁口,134,近重庆图书馆地铁站,100,4.8,2
【借宿】——南山植物园、观景台大床房,168,None,20,4.9,2
柯阳民宿   观来福士  解放碑  洪崖,215,近涂山地铁站,18,4.9,2
【一亭闲】解放碑洪崖洞/轻轨旁逸享大床房,219,近七星岗地铁站,241,4.9,2
【福来居】观音桥/近商圈/清静小区,292,近红旗河沟地铁站,234,4.8,4
【借宿】——南山植物园、观景台大床房,168,None,20,4.9,2
重庆西站大床房民宿/免费停车/地铁口,134,近重庆图书馆地铁站,100,4.8,2
柯阳民宿   观来福士  解放碑  洪崖,215,近涂山地铁站,18,4.9,2
近轻轨3号线/10号线/环线/北站 商圈 ins风 洪崖洞/解放碑/观音桥/简约落地窗影院双床房,280,None,16,5.0,4
暖和小日子近解放碑洪崖洞北滨路1居室,199,近大溪沟地铁站,219,5.0,2
近弹子石老街紫金一品北欧风大床房,120,近涂山地铁站,32,4.2,2
【智造】观音桥-新壹街-北城天街-无印良品-北欧,184,近红旗河沟地铁站,165,4.7,2
毕业狂欢季【樱花之恋】+可看江景洪崖洞+高层无遮挡看江两居+免费游玩攻略+毕业快乐,711,近大溪沟地铁站,214,5.0,4
【拉文克劳】在家也可直观洪崖洞+15分钟到解放碑+嘉陵江景大两居,788,近大溪沟地铁站,500,5.0,4
【墨轩小栈】重庆西站/新桥医院/西南医院,134,近重庆图书馆地铁站,177,4.9,2
【云深·心选】杨家坪步行街-二号线-中迪广场-动物园-奥体中心-涂鸦街/免费旅行咨询,122,None,30,4.9,2
磁器口/川外/沙坪坝/近解放碑【三月】摩洛哥风,132,近磁器口地铁站,45,5.0,2
沙磁小筑（重庆大学近磁器口两室大床房）,187,近沙正街地铁站,12,4.8,4
沙磁小筑（重庆大学近磁器口两室大床房）,187,近沙正街地铁站,12,4.8,4
先生安5/长租/短租/日租/月租/汽博中心/新科国际/金童路地铁/重庆北站/江北机场/线外/金贸时,200,近金童路地铁站,9,5.0,2
Moon-世界时-观音桥-九街-行李寄存-带投影仪-大床/免费旅游咨询,203,None,8,5.0,2
重庆西站超大投影仪/每客消毒/《每客消毒》/北欧一居室/华岩风景区/新桥医院/大床+沙发床（月租）,155,近天堂堡地铁站,6,5.0,2
近杨家坪Loft复式大客厅，西站,174,None,1,5.0,2
【金桔】碧桂园嘉誉-嘉州路-新光天地-重庆北站-观音桥-清新大床房,178,None,12,5.0,2
【牛牛家·新中式】万州近福斯德中心医院,169,近万州万达广场,26,4.9,3
悦舍民宿/近地铁商圈自助入住,132,None,19,4.9,2
楼下轻轨.近解放碑.磁器口.洪崖洞双床房,159,近大石坝地铁站,1,5.0,2
暖光 紧邻解放碑洪崖洞步行可达弹子石老街,120,近涂山地铁站,5,4.7,2
粉梦时光の浪漫樱花小木屋/百寸投影/高铁,139,近沙坪坝地铁站,7,5.0,2
重庆自述都市民宿冉家坝/龙溪陋室空堂,178,近动步公园地铁站,75,4.8,2
解放碑/对岸近洪崖洞/近地铁/ 万达投影民宿/,190,None,8,5.0,2
大学城龙湖U城复古格调榻榻米电影房,117,近尖顶坡地铁站,73,4.8,2
【拾光民宿】鹿港小舍/大床房/观音桥/北滨路,150,None,7,5.0,2
【拾光民宿】鹿港小舍/大床房/观音桥/北滨路,150,None,7,5.0,2
大学城四川美术学院旁电影房（大屏投影仪）,138,近尖顶坡地铁站,54,4.9,2
《樱之森》高清投影 日系风格 九街,168,None,43,4.9,2
近1号线近商圈温馨私享,102,None,7,5.0,2
北欧简约风单间配套公寓,100,近寸滩地铁站,74,4.8,2
【享智游22】轻轨旁磁器口川外重大渣滓洞,146,近杨公桥地铁站,34,4.9,2
雅致轻奢乐享三人间24小时免费接送江北机场鹿山地铁站,190,None,2,5.0,3
【赵小姐的家】文旅城轻轨公寓近磁器口,148,近大学城地铁站,8,4.9,2
【闲来度假民宿】解放碑洪崖洞｜近地铁1号线七星岗站｜近商圈｜观景温馨｜乐享舒心一居室,260,近七星岗地铁站,313,4.9,2
《金芒公寓》南坪星光时代广场影院大床房,182,近南坪地铁站,48,4.8,2
万悦汇爱情海北欧大床房（自助洗衣）,156,近童家院子地铁站,248,5.0,2
大学城u城近川美重师 长短租 清新大床房,86,近尖顶坡地铁站,92,4.8,2
【小清新风格】近地铁、沙坪坝高铁，西站,118,近沙坪坝地铁站,3,5.0,2
法式主题豪华大床房比邻观音桥轻轨沿线,139,近华新街地铁站,210,4.9,2
消毒安心住/浪漫•约定/地铁商圈旁,101,近学堂湾地铁站,10,5.0,2
法式主题豪华大床房比邻观音桥轻轨沿线,139,近华新街地铁站,210,4.9,2
消毒安心住/浪漫•约定/地铁商圈旁,101,近学堂湾地铁站,10,5.0,2
磁器口古镇/轻轨站/投影＊春娇小姐的民宿,128,近磁器口地铁站,62,4.8,2
舒适大床房,173,近海棠溪地铁站,96,4.9,2
百寸投影-3/智能锁/沙坪坝步行街大床房近地铁、火车站、白公馆、洪崖洞,126,None,1,5.0,2
重庆西站新桥医院/北欧大床房/住了么公寓,139,近重庆图书馆地铁站,10,4.8,2
重庆壹恋亦念精品酒店南山度假区都市味道全景房,114,近海棠溪地铁站,62,4.8,2
蓝色-映像影院房/三峡广场商圈中,134,None,3,5.0,2
熙熙家沙坪坝Loft近磁器口洪崖洞,228,近小龙坎地铁站,151,4.9,2
磁器口古镇 55寸电视投屏 近白公馆 近轻轨 直达解放碑,134,None,8,4.9,2
重庆三亚湾酒店公寓两江新区/北部新区豪华大床房,107,近三亚湾地铁站,27,4.8,2
悦言·轻居 邻江北机场双地铁简约小两房,232,近渝北广场地铁站,67,4.8,4
2室4床32平方江景蜗居,230,近两路口地铁站,4,4.8,6
北欧风格《空想屋》观音桥 九街,155,近黄泥塝地铁站,52,4.9,2
沙坪坝三峡广场磁器口投影北欧小王子月球镜,180,近沙坪坝地铁站,29,5.0,2
沙坪坝三峡广场磁器口投影北欧小王子月球镜,180,近沙坪坝地铁站,29,5.0,2
近2号线近商圈Loft复式大客厅,169,None,3,5.0,2
【白日梦】九街/红土地地铁站/波希米亚,190,None,1,5.0,2
江北机场豪华大房房特价+南译+西政,129,近环山公园地铁站,10,5.0,2
漫悦时光一居室精选大床房,111,近沙坪坝地铁站,35,4.7,2
融汇温泉亲子三人房,258,近重庆图书馆地铁站,14,5.0,4
袁家岗轻轨2号线奥体重医旁1（可月租）,169,近袁家岗地铁站,17,4.9,2
近嘉州/星光天地/碧桂园嘉誉近医院温馨私享私人影院房130寸屏幕,145,None,1,5.0,2
巴南万达旭辉城精品Loft公寓大床房,145,近学堂湾地铁站,9,4.9,2
重庆爱尚公寓冉家坝/龙溪豪华单人间,114,近嘉州路地铁站,3,5.0,2
【薄荷】已消毒/近南坪万达广场/上海城附近/近三号线工贸站/协信星光/会展中心/简约风温馨一居室,185,None,6,4.7,2
宏侣时尚公寓 精品单间（机场免费接送）,91,近江北机场T2航站楼地铁站,428,4.6,2
北欧尚品酒店(重庆观音桥步行街店)观音桥/九街/北滨路北欧城市夜景大床套房,160,近观音桥地铁站,250,4.6,2
网红2号线洪崖洞解放碑北欧风loft跃层,119,None,3,5.0,2
桐桐家#南滨路喜来登清新一居室,154,近海棠溪地铁站,221,4.9,2
北欧尚品酒店(重庆观音桥步行街店)观音桥/九街/北滨路北欧城市夜景大床套房,160,近观音桥地铁站,250,4.6,2
网红2号线洪崖洞解放碑北欧风loft跃层,119,None,3,5.0,2
桐桐家#南滨路喜来登清新一居室,154,近海棠溪地铁站,221,4.9,2
【住进设计师的画与梦中系列柒】醉生梦死/雅致清幽&川系艺术美景木系房&U城天街商圈&大学城&地铁口,139,None,3,5.0,2
大学城龙湖U城 /川美/近地铁【原•宿】,268,近尖顶坡地铁站,31,4.9,4
花儿朵朵精品酒店(重庆金开大道爱琴海店)两江新区/北部新区木栖·阳光双床房,134,近童家院子地铁站,43,4.8,2
【初尔】内窗迷你房#投影·万州高笋塘·近万达·提供免费洗衣服务·免费行李寄存· 如遇满房 可点击我的,128,None,2,5.0,1
【白象街·拾山坊】解放碑商圈品质轻奢房近朝天门洪崖洞好吃街江景双地铁欢迎入住,180,None,4,5.0,2
近环线近商圈温馨私享私人影院/投影设,119,近石桥铺地铁站,1,5.0,2
叁心民宿.时尚景观大床房 配套齐全近微电园轻轨站近融创文旅城渝乐小镇近大学城,137,None,16,4.8,2
【一宅】龙湖U城轻轨旁北欧灰色格调电影房,85,近尖顶坡地铁站,47,4.9,2
【斯维登】斯维登·家蜓公寓(重庆南坪翡翠明珠店)南坪商业中心区舒适大床房,156,近海峡路地铁站,1432,4.9,2
近6号线支线/国博线近大学Loft复式,209,None,7,5.0,2
观音桥商圈，步行街轻轨站旁舒适双床房,196,近观音桥地铁站,13,4.5,4
《云之森》高清投影 九街 观音桥,168,None,74,4.9,2
观音桥商圈，步行街轻轨站旁舒适双床房,196,近观音桥地铁站,13,4.5,4
《云之森》高清投影 九街 观音桥,168,None,74,4.9,2
【里 安】临观音桥 | 近九街 | 盐系loft一居 | 轻轨直达江北机场 | 重庆北站,193,None,4,5.0,2
重庆火车西站、新桥/西南医院投影豪华公寓,128,近重庆图书馆地铁站,11,4.6,2
『未泱宿·爱情墙』浴缸投影江景房/长嘉汇,191,近涂山地铁站,40,5.0,2
轻云.南坪八公里地铁站北欧双床房（洗衣）,138,近八公里地铁站,117,5.0,2
观音桥近轻轨行政精英商务房（送停车券）,268,近观音桥地铁站,466,4.9,2
辰砂近解放碑九街简洁榻榻米高清投影仪,184,近红土地地铁站,7,5.0,2
重庆西站万科中国风近西南医院新桥医院,163,近重庆图书馆地铁站,13,5.0,2
《梦之森》温馨舒适 观音桥九街解放碑,193,近鲤鱼池地铁站,10,5.0,2
重庆云尚·隅栖酒店重庆北站优享观影大床房,162,近重庆北站北广场地铁站,50,4.9,2
百寸投影-7/智能锁/沙坪坝步行街/罗马假日大床房/三峡购物广场、地铁1号线、地铁环线、火车站,126,None,2,5.0,2
浪漫欧式房大床房(落地窗),166,近工贸地铁站,34,4.5,2
茶园奥园广场】清新简约风大床#投影房 可做饭洗衣\近商圈解放碑洪崖洞医院,183,近长生桥地铁站,15,5.0,2
杨家坪步行街近轻轨商圈大床房2可做饭,146,近杨家坪地铁站,92,5.0,2
浪漫欧式房大床房(落地窗),166,近工贸地铁站,34,4.5,2
茶园奥园广场】清新简约风大床#投影房 可做饭洗衣\近商圈解放碑洪崖洞医院,183,近长生桥地铁站,15,5.0,2
杨家坪步行街近轻轨商圈大床房2可做饭,146,近杨家坪地铁站,92,5.0,2
星光江景艺术酒店(重庆南滨路店)南滨路/弹子石星光时尚大床房,223,近海棠溪地铁站,492,4.8,2
雅致双床房,222,近海棠溪地铁站,6,4.8,2
重庆七七小屋民宿南坪商业中心区北欧大床房,107,近工贸地铁站,4,4.8,2
重庆西站新桥医院/温馨双床房/住了么公寓,147,近重庆图书馆地铁站,7,4.9,2
步行解放碑洪崖洞北欧清新格调投影浴缸房,255,近小什字地铁站,2,5.0,2
陌上花开（北欧主题房）,97,None,6,4.6,2
袁家岗轻轨2号线奥体重医旁2（可月租）,169,近袁家岗地铁站,32,5.0,2
【心事】观音桥-龙湖新壹街-双地铁-日式大床-高清投影,184,None,27,4.7,2
重庆西站/地铁口/ins落地窗大床房,163,近重庆图书馆地铁站,202,4.9,2
灵犀城市民宿(重庆观音桥店)观音桥/九街/北滨路北欧原木风房,174,近观音桥地铁站,6,5.0,2
观音桥近洪崖洞解放碑 临地铁 工业风4K级高清投影房,173,近观音桥地铁站,32,4.9,2
西南医院对面温馨大单间，可煮饭洗衣服，月租短租,148,None,3,4.7,2
西南医院对面温馨大单间，可煮饭洗衣服，月租短租,148,None,3,4.7,2
重庆北美江岸酒店观音桥/九街/北滨路雅致大床房,198,近佛图关地铁站,277,5.0,2
《鹿林之森》温温馨舒适 观音桥九街解放碑,163,近鲤鱼池地铁站,65,4.9,2
琥珀花园•鸢尾家庭套房/空中花园/特色早餐/私人影院/临地铁近川美熙街磁器口,224,None,5,4.9,2
解放碑 / 洪崖洞 /山城步道双床房北欧复式Loft影院/投影设备,320,None,399,5.0,4
【归期民宿•蜜桃】近江北机场蜜桃大床房,117,近渝北广场地铁站,6,4.8,2
「蓝锦鲤」石桥铺，陈家坪长途汽车站，悦秀城近地铁,148,None,1,5.0,2
＜里舍＞•北欧White.Room/双轨高空影院观景品质公寓,320,近较场口地铁站,516,5.0,2
已消毒/橙雨/INS风LOFT公寓/可做饭/环线陈家坪地铁站楼上/高清大屏投影/长租可咨询,170,None,19,5.0,2
（一客一消毒）磁器口古镇【磁遥】远山宿,200,近磁器口地铁站,47,4.9,2
陈家坪汽车站/近环线/近商圈/温馨私享,128,近石桥铺地铁站,3,5.0,2
《极简生活-尚品》石桥铺、陈家坪汽车站 ,141,近石桥铺地铁站,76,4.9,2
小清新江景房/近万象城/近地铁,168,近谢家湾地铁站,31,5.0,2
石桥铺温馨【美梦之居】靠近解放碑/洪崖洞,168,近石桥铺地铁站,5,4.8,2
重庆北站（北广场）华宇摩天公寓,150,近重庆北站北广场地铁站,5,4.6,2
重庆北站（北广场）华宇摩天公寓,150,近重庆北站北广场地铁站,5,4.6,2
毕业狂欢季【樱花之恋】+可看江景洪崖洞+高层无遮挡看江两居+免费游玩攻略+毕业快乐,711,近大溪沟地铁站,214,5.0,4
【南天美墅】近南天湖景区，近南天湖度生活交通便利！网红轻奢风住家装修给你家一般的体验，带麻将机！网红,481,None,1,5.0,4
重庆慕色艺术公寓—漫时光北欧大床房,245,近较场口地铁站,217,4.9,2
石桥铺温馨【美梦之居】靠近解放碑/洪崖洞,168,近石桥铺地铁站,5,4.8,2
《极简生活-尚品》石桥铺、陈家坪汽车站 ,141,近石桥铺地铁站,76,4.9,2
出门即是解放碑步行街/洪崖洞轻轨站步行5分钟/大落地窗双床房,378,近小什字地铁站,535,4.8,4
南滨路上繁华商圈，近洪崖洞/解放碑/朝天门，小区内带全江景观景露台，观南山山景房【17门】,227,None,4,5.0,2
重庆密舍情侣酒店南坪商业中心区相思如梦系列,98,近工贸地铁站,24,4.8,2
ins极简风（可月租）近重庆西站新桥西南医院磁器口,230,近重庆图书馆地铁站,242,4.9,2
【Seven. H】解放碑/洪崖洞/朝天门/尊享双床房,432,None,133,4.8,4
重庆幔山酒店观音桥/九街/北滨路LOFT复式夜景大床房,174,近红旗河沟地铁站,300,4.7,2
盛夏来袭『锦绣长安』+近解放碑洪崖洞各网红景点+高层带吧台治愈江景2房,711,近大溪沟地铁站,302,5.0,4
解放碑洪崖洞近儿童医院妇幼保健院大床房,227,近七星岗地铁站,843,4.8,2
近解放碑、南坪商圈 距轻轨站2分钟 ,178,近工贸地铁站,4,5.0,2
毗邻☞南坪万达☜与南滨路之间温馨小两房,843,近海棠溪地铁站,45,4.9,3
重庆来住书舍酒店上清寺/人民大礼堂/李子坝小豆,188,近牛角沱地铁站,1753,4.9,2
解放碑洪崖洞核心景区房,707,近小什字地铁站,872,5.0,2
【拉文克劳】在家也可直观洪崖洞+15分钟到解放碑+嘉陵江景大两居,788,近大溪沟地铁站,500,5.0,4
金泽旅居｜智能民宿/火车北站/网红打卡/朝天门洪崖洞/解放碑/奥特莱斯/轻奢风,177,None,8,5.0,2
机场足迹青年小家,79,近碧津地铁站,99,4.9,2
重庆沙坪坝优家酒店大学城轻奢标间,158,近陈家桥地铁站,34,4.9,4
【山冈·静迁】解放碑/洪崖洞/八一好吃街/十八梯/朝天门 江景投影整套房,849,近较场口地铁站,117,5.0,2
和谐民宿南坪商业中心区素色大床房,89,None,7,4.7,2
重庆密舍情侣酒店南坪商业中心区缘定三生系列,121,近工贸地铁站,65,4.6,2
解放碑洪崖洞长江索道来福士广场摇摇椅公寓,250,近较场口地铁站,8,4.8,2
重庆北站：好多多•公寓～【独卫】浪漫情侣房,61,近重庆北站南广场地铁站,95,4.6,2
解放碑洪崖洞/ins少女家庭江景影院房（多套风格随机安排）,1055,近较场口地铁站,625,5.0,4
【山冈·借远】解放碑/洪崖洞/八一好吃街/十八梯/朝天门 落地窗/投影整套房,849,近较场口地铁站,214,5.0,2
梦之林5 生日主题近解放碑洪崖洞索道江景南滨路喜来登平超大一室69平浪漫满屋落地窗投影仪可做饭,238,近海棠溪地铁站,58,4.9,2
【觅优小栈】步行可达/解放碑/朝天门来福士广场/洪崖洞/双地铁江景三房,576,None,99,5.0,6
免费接送/重庆西站佳豪民宿/观华严寺/地铁环线、彩云湖湿地公园、巴国城/简约风、温馨私享,88,近大渡口地铁站,269,4.8,2
诗美行政公寓(重庆观音桥店)观音桥/九街/北滨路行政精英商务套房,236,近观音桥地铁站,369,4.9,2
洪崖洞复式5.1米挑高全玻璃落地窗,560,近红旗河沟地铁站,25,5.0,2
已消毒/解放碑新楼/复式loft投影大床房,2061,近较场口地铁站,502,5.0,4
【女生驿站】地铁直达解放碑洪崖洞近观音桥磁器口沙坪坝南桥寺玉带山地铁站字水中学大飘窗江景房名门小居,98,None,8,5.0,1
简欧风格《空白格》观音桥 九街 近解放碑,155,近鲤鱼池地铁站,58,4.8,2
【壹加壹公寓】近南坪万达/北欧大床房/单间随机特价房,93,None,3,5.0,2
近1号线近商圈Loft复式,212,None,1,5.0,4
椰之恋简约房（八公里轻轨站）,128,近八公里地铁站,84,4.8,2
近环线近商圈温馨私享,117,近石桥铺地铁站,1,5.0,2
袁家岗轻轨2号线奥体中心重医旁（可月租）,160,近袁家岗地铁站,11,5.0,2
【北欧原始森林风】近地铁，沙坪坝高铁站,175,近沙坪坝地铁站,1,5.0,2
新桥小筑-近新桥医院 重庆西站简约大套房每客消毒,239,近重庆图书馆地铁站,53,5.0,4
北城天街观音桥轻轨站精致商务房（可长租）,219,近观音桥地铁站,2,5.0,2
北城天街观音桥轻轨站精致商务房（可长租）,219,近观音桥地铁站,2,5.0,2
 Simple-House观音桥法式大床,139,近观音桥地铁站,40,4.8,2
轻云.地铁3号线八公里轻轨站北欧大床房,128,近八公里地铁站,198,5.0,2
近新桥医院大客厅落地窗,204,None,1,5.0,4
贝塔智能公寓(重庆南坪万达协信店）南坪商业中心区优享大床房,169,近南坪地铁站,842,4.9,2
［林夕］磁器口轻轨站旁，近西政、川外考试,390,近磁器口地铁站,13,5.0,2
（雪见）近解放碑九街北欧风格投影仪/有温度的民宿,183,近红土地地铁站,7,5.0,2
九街/观音桥/解放碑/繁星小筑,214,近鲤鱼池地铁站,5,5.0,2
观音桥影院按摩轻奢房（观影按摩不付费）,286,近观音桥地铁站,82,4.9,2
【伏苓】九街日式榻榻米观音桥北城天街,183,近红土地地铁站,37,4.8,2
先生安S5/长租/短租/杨公桥桥地铁口/磁器口/三峡广场/重庆西站/白公馆/渣滓洞/歌乐山/沙坪坝,163,近杨公桥地铁站,1,5.0,1
『澜一』&泡泡吊椅&近解放碑九街+渝中半岛夜景,338,近大溪沟地铁站,160,5.0,2
重庆肆夕酒店重庆北站北欧景观大床房,151,近重庆北站北广场地铁站,66,4.9,2
【单间出租】江北机场直线距离500米购物中心旁迷家room2,143,近渝北广场地铁站,31,4.9,2
江北机场泰硕明天现代简约温馨单间配套公寓,132,近鹿山地铁站,172,5.0,2
重庆肆夕酒店重庆北站北欧景观大床房,151,近重庆北站北广场地铁站,66,4.9,2
【单间出租】江北机场直线距离500米购物中心旁迷家room2,143,近渝北广场地铁站,31,4.9,2
江北机场泰硕明天现代简约温馨单间配套公寓,132,近鹿山地铁站,172,5.0,2
热情风情大床房.近重庆西站.巴国城.梦幻城堡.有厨房阳台.公交站旁.可停车,169,近大渡口地铁站,18,5.0,2
重庆麓山酒店江北国际机场地区智能雅致大床房,137,近鹿山地铁站,419,4.8,2
【融月小舍③】独栋温馨小院近万达江景大窗大床房,158,近万州万达广场,7,5.0,2
摄影师的巢\净.静.捷\沙坪坝万达广场旁,258,近高庙村地铁站,9,5.0,4
重庆西站万科日式和风近西南医院新桥医院,163,近重庆图书馆地铁站,21,5.0,2
滨江丨观南山山景房-东原1891公寓,167,近海棠溪地铁站,6,5.0,2
重庆海韵688快捷酒店重庆北站双人标准间,75,近重庆北站南广场地铁站,7,4.9,2
02三峡广场.沙坪坝站.磁器口.重庆大学.投影房,198,None,1,5.0,2
【飘雪】每客消毒 •蓝色笔记|紧邻重庆北站-奥特莱斯-京东体验店-江北机场-近地铁,162,None,25,4.9,2
西南医院近磁器口洪岩洞朝天门现代简欧风格金装修独特魅力小雅居,202,None,1,5.0,3
解放碑洪崖洞来福士广场长江索道一室公寓,215,近较场口地铁站,24,4.9,2
【24K HOME】临江江景解放碑洪崖洞,288,近较场口地铁站,2,5.0,2
【24K HOME】临江江景解放碑洪崖洞,288,近较场口地铁站,2,5.0,2
重庆墨轩小栈公寓重庆火车西站/巴国城舒适大床房,115,近重庆图书馆地铁站,344,4.9,2
高端小区，近机场轻轨站，门口公交车站，设计意式极简轻奢风，宽敞采光好，智能密码自己入住。,214,None,3,4.8,4
重庆西站/新桥医院/特惠大床房,128,近重庆图书馆地铁站,15,4.8,2
盘龙&蓝锦鲤loft小调公寓,190,近大堰村地铁站,7,5.0,2
【已消毒】行舍—正方；解放碑高层观景房,287,近较场口地铁站,14,5.0,2
美度公寓(重庆南坪会展中心店)南坪商业中心区清新别致房,114,近工贸地铁站,31,4.7,2
观音桥轻轨站步行街好吃街近洪崖洞豪华两室,295,近观音桥地铁站,140,4.9,4
盘龙奥园」跃层精品房，近奥体，西站,198,近大堰村地铁站,3,5.0,2
东篱阅舍酒店(重庆大石坝店)观音桥/九街/北滨路特惠大床房,228,近大石坝地铁站,28,4.9,2
(已消毒)龙湖源著北欧风大床房,179,近体育公园地铁站,12,5.0,2
先生安S6/长租/短租/杨公桥桥地铁口/磁器口/三峡广场/重庆西站/白公馆/渣滓洞/歌乐山/沙坪坝,163,近杨公桥地铁站,3,4.9,1
壹舍YISHE影院式民宿公寓 碧桂园嘉誉/新牌坊/近火车北站/观音桥/星光天地 带投影轻奢简约大床房,172,None,4,5.0,2
【海洋·LOFT】观音桥-九街-近解放碑洪崖洞-复式投影大床房/免费旅行咨询,240,None,35,4.8,2
轻奢大床房/落地大窗户/洪崖洞/观音桥/全屋消毒,158,近黄泥塝地铁站,230,5.0,2
轻奢大床房/落地大窗户/洪崖洞/观音桥/全屋消毒,158,近黄泥塝地铁站,230,5.0,2
三峡广场/近地铁/西站/磁器口/解放碑,167,近沙坪坝地铁站,7,5.0,2
雅居丽舍公寓杨家坪温馨大床房,127,近杨家坪地铁站,86,4.7,2
江北国际机场附近 回兴轻轨旁独居一宿,117,近回兴地铁站,11,4.8,2
近地铁.龙湖新壹城.Loft公寓[悦],166,近石桥铺地铁站,36,5.0,2
地铁环线近西站陈家坪长途站投影温馨猫·腻,163,None,3,5.0,2
萌宠之家大床房观音桥/近解放碑/双轻轨,168,近红旗河沟地铁站,22,4.8,2
杨家坪临近轻轨站旁精致观景大单间,120,近动物园地铁站,22,4.9,2
叶子•近轻轨解放碑洪崖洞磁器口时光大床房,141,近大石坝地铁站,28,4.8,2
温馨家园/大渡口区步行街近西站现代简奢风格温馨大床,110,近大渡口地铁站,1,5.0,2
观音桥轻轨线出口直达解放碑舒适LOFT,215,近红旗河沟地铁站,18,5.0,2
桂花园民宿是个很有特色的都市民宿，异域风格很浓的独栋私宅民宿。,223,None,6,5.0,2
【馋眠】清新INS风盘龙金茂悦loft复式  近西站/地铁/石桥铺/盘龙商圈/杨家坪商圈/动物园,173,None,4,5.0,2
重庆一生所爱.奢悦酒店南滨路/弹子石ins弹子石大床房,210,近涂山地铁站,18,4.9,2
听风&近解放碑洪崖洞|观朝天门赏江景|一居大床房,244,近大溪沟地铁站,2,5.0,2
重庆一生所爱.奢悦酒店南滨路/弹子石ins弹子石大床房,210,近涂山地铁站,18,4.9,2
听风&近解放碑洪崖洞|观朝天门赏江景|一居大床房,244,近大溪沟地铁站,2,5.0,2
“梵高杏花”石桥铺商务区美食街近奥体重医,248,近石桥铺地铁站,5,5.0,2
（北欧）观音桥九街近解放碑洪崖洞里,147,近红土地地铁站,45,4.9,2
先生安6/长租/短租/日租/月租/汽博中心/新科国际/金童路地铁/重庆北站/江北机场/线外/金贸时,187,近金童路地铁站,9,5.0,2
磁器口【古•里—美舍】网红民宿近轻轨西政,143,None,4,5.0,2
近磁器口古镇~重庆大学~肿瘤医院~三峡广场高铁站~李子坝轻轨穿越轻奢ins港式~江景~可做饭,143,None,2,5.0,2
重庆北广场对面阳光大床房,118,近重庆北站北广场地铁站,25,4.8,2
杨家坪轻轨站精装现代家庭影院一房-可长租,161,近杨家坪地铁站,8,4.5,2
＜安妮3＞现代撞色简约风/落地窗带洗衣机/杨公桥地铁口/近磁器口商圈三峡广场/可免费寄存行李,142,近杨公桥地铁站,35,5.0,2
《筠意》高品质商务办公/机场旁,183,None,8,4.9,2
金泽旅居｜智能民宿/火车北站/网红打卡/朝天门洪崖洞/解放碑/奥特莱斯/莫兰迪,177,None,4,5.0,2
