民宿标题,价格,地利,评论数,得分,适合居住人数
地铁口/环球中心/新会展/北欧温馨大床,188,近世纪城地铁站,328,5.0,2
【可做饭，有停车位】春熙路熊猫基地地铁口榻榻米,199,近府青路地铁站,206,4.9,2
【睡了么】地铁口/春熙路/太古里/香榭大床房,241,近骡马市地铁站,168,4.6,2
近春熙路地铁站时尚休闲大床房,204,近红星桥地铁站,400,4.9,2
ins风格free style带浴缸大床,196,近华兴地铁站,15,4.9,2
【天天如家】春熙路宽窄巷子地铁之深色之恋,223,近文殊院地铁站,419,4.9,2
【可月租】春熙路宽窄巷子文殊院地铁口静夜大床房,271,近文殊院地铁站,1890,5.0,2
【简夕】市中心loft近太古里/极米投影,214,近前锋路地铁站,6,4.9,2
【眷成-然也】LOFT投影一居东站春熙,214,近大观地铁站,21,5.0,2
近春熙路太古里•王府井商圈•北欧浪漫大床房•网红观景露台•空中花园•熊猫基地•免费寄存行李•可开发票,248,近李家沱地铁站,471,5.0,2
【芝芝莓莓】双流机场-空港国际城-T-MAX-花天锦地-百寸投影-北欧清新大床房,161,None,21,5.0,2
【眷成-然也】LOFT投影一居东站春熙,214,近大观地铁站,21,5.0,2
近春熙路太古里•王府井商圈•北欧浪漫大床房•网红观景露台•空中花园•熊猫基地•免费寄存行李•可开发票,248,近李家沱地铁站,471,5.0,2
【芝芝莓莓】双流机场-空港国际城-T-MAX-花天锦地-百寸投影-北欧清新大床房,161,None,21,5.0,2
(每天消毒)春熙路//天府广场//太古里//市中心//近地铁口//可做饭//双床套房,468,近文殊院地铁站,150,5.0,4
【路乙·小筑】宽窄巷子营门口轻奢公寓,216,近白果林地铁站,139,4.7,2
【日式影院榻榻米】牛市口/太古里/春熙路/东站/楼下100米地铁口/投影设备,280,近牛市口地铁站,221,4.9,2
成都临江观景阳台四人间宽窄巷子武侯祠天府,199,近人民公园地铁站,9,4.3,4
成都东站蜀都公寓 木之风情  小木屋,128,近成都东客站地铁站,223,5.0,2
隐客[文殊院复古家庭房]近地铁临宽窄巷子,271,近文殊院地铁站,9,5.0,2
梅朵之家，河畔雅舍，安全舒适,228,近双流机场1航站楼地铁站,36,4.9,4
鱼小鱼成都东站店/投影仪/清新大床房/地铁2号线，7号线/春熙路/太古里/IFS交通,242,None,34,4.9,2
【独享｜木林森】Loft复式近8号线｜理工大学｜东郊记忆｜龙湖商圈｜建设路｜可月租,170,None,1,5.0,2
【七罐醪糟·半层民宿】工业风#超大浴缸,200,None,2,4.7,2
理工大学地铁站附近云途自在b型房,149,近双店路地铁站,41,4.5,2
【可短租4】已消毒 双地铁/金融城/CBD/大飘窗/文艺现代轻奢公寓,228,近金融城地铁站,61,4.9,2
【七罐醪糟·半层民宿】工业风#超大浴缸,200,None,2,4.7,2
理工大学地铁站附近云途自在b型房,149,近双店路地铁站,41,4.5,2
【可短租4】已消毒 双地铁/金融城/CBD/大飘窗/文艺现代轻奢公寓,228,近金融城地铁站,61,4.9,2
中医大、省医院，宽窄巷子旁的民宿,298,近中医大省医院地铁站,20,4.9,6
地铁2号线/绿地468/东客站温馨大床,139,近洪河地铁站,15,4.5,2
【蔓舍.马卡龙】百寸投影/Loft观景房,220,近华兴地铁站,5,5.0,4
温馨大床房丨楼下王府井+影院丨屋顶书吧+空中花园丨近春熙路，熊猫基地,268,近李家沱地铁站,556,4.9,2
春熙路市中心北欧精品投影大床房/可住2人,259,近市二医院地铁站,127,4.8,2
日式【花崎】和风樱花榻榻米投影大床房,190,None,10,4.9,2
F天府三街地铁站银泰城OCG新会展商务大床房,228,None,24,4.9,2
【有停车位，可做饭】春熙路/太古里/宽窄巷子/文殊院/火车站/动物园/熊猫基地双地铁口民宿北欧一居,173,近昭觉寺南路地铁站,29,5.0,2
【清酒】空港国际城-四川大学-商圈核心-美食街-浴缸大床房/免费旅行咨询,178,None,28,4.8,2
{无尾熊&北欧风情3}地铁囗/春熙路,206,近昭觉寺南路地铁站,58,4.8,2
近茶店子客运站地铁口，欢乐谷，茶店子小学，金沙遗址公园，春熙路大飘窗台粉色记忆格子房,187,None,1,5.0,3
成都•兰舍高品质奢享1.2米双床智慧客房/零压床垫/东客站/春熙路/宽窄巷子/武候祠/锦里/理工大学,219,None,4,5.0,2
近茶店子客运站地铁口，欢乐谷，茶店子小学，金沙遗址公园，春熙路大飘窗台粉色记忆格子房,187,None,1,5.0,3
成都•兰舍高品质奢享1.2米双床智慧客房/零压床垫/东客站/春熙路/宽窄巷子/武候祠/锦里/理工大学,219,None,4,5.0,2
高清投影【温馨浪漫城景房】地铁口/339高空夜景/网红小吃街/春熙路太古里,212,None,2,5.0,2
C地铁天府二街世纪城会展世豪广场环球中心/品质大床房,198,近世纪城地铁站,34,4.8,2
【七罐醪糟·半层民宿】圆#超大浴缸,200,None,2,4.5,2
［时光里］清新原木/宣化门/步行景区南桥,157,None,5,5.0,2
成都桃花源记酒店文殊院/骡马市商业区桃花源·晓月双床房,129,近文殊院地铁站,105,4.5,2
成都东站旁温馨满屋公寓舒适双人间,117,近成都东客站地铁站,113,4.8,2
【熊猫柑橘】太古里/春熙路/火车东站/牛市口/东大路/地铁口/地铁2号线,308,近东大路地铁站,42,5.0,2
【角落】J30地铁口直达成都东站/春熙路,184,近牛市口地铁站,11,4.7,2
春熙路太古里地铁3号线时尚休闲大床房（可开发票刷公务卡）,197,近红星桥地铁站,16,5.0,2
市中心/春熙路/太古里/339/双地铁雅致大床房【多套房型】,237,近市二医院地铁站,290,4.9,2
（可做饭）近鹭岛大悦城金楠天街田园大床房,198,近武侯大道地铁站,14,5.0,2
【柳岸】都江堰景区南桥古城私享投影双人房,133,None,23,5.0,2
高新金融城环球中心轻奢行政大床房,193,近金融城地铁站,95,4.8,2
高新金融城环球中心轻奢行政大床房,193,近金融城地铁站,95,4.8,2
市中心/春熙路/太古里/339/市二医院/地铁口温馨大床房多套设计,229,None,18,5.0,2
成都东站蜀都公寓  浪漫之旅 舒适大床房,128,近成都东客站地铁站,162,4.9,2
《梵谷&民宿》武侯祠锦里玉林路蓝色观影套,193,近衣冠庙地铁站,8,4.5,2
双地铁春熙路温馨大床（多套房型）,206,近市二医院地铁站,161,4.9,2
【MAX】机场-川大-韩国城-花天锦地-私人巨幕投影-无印良品大床房/免费旅行咨询,161,None,26,4.8,2
【居里】暑期钜惠｜地中海风情｜精装loft｜双流机场｜地铁八号线｜近川大民大信息工程大学,178,None,4,5.0,2
【摹本.梦幻泡泡】双流机场附近LOFT ,227,近华兴地铁站,11,4.7,2
【都市高空观景露台】「小橘雅居」轻奢风近商圈近IFS太古里春熙路轻奢风温馨私享,245,None,175,5.0,2
【曼殊】2.文殊院复古风100寸观影大床房,230,近文殊院地铁站,18,5.0,2
地铁3号线（三河场B）川音/石油大学/熊猫基地/漫花庄园/音乐百花谷/植物园/25分钟春熙路、太古里,146,None,5,4.8,2
亲子.北欧风]成都动物园、熊猫基地、地铁,168,近昭觉寺南路地铁站,2,5.0,2
广都拾光里和式精致床房,209,近广都地铁站,41,4.8,2
云雾星空山景隐居B型,358,None,89,4.8,4
橙堡精选酒店(成都驷马桥店)成都火车北站/城北客运中心舒适大床房,159,近昭觉寺南路地铁站,289,4.8,2
亲子.北欧风]成都动物园、熊猫基地、地铁,168,近昭觉寺南路地铁站,2,5.0,2
广都拾光里和式精致床房,209,近广都地铁站,41,4.8,2
云雾星空山景隐居B型,358,None,89,4.8,4
橙堡精选酒店(成都驷马桥店)成都火车北站/城北客运中心舒适大床房,159,近昭觉寺南路地铁站,289,4.8,2
一环路/地铁口 芝麻公寓民宿  精致阳光房,191,近西南交大地铁站,13,4.7,2
成都桃花源记酒店文殊院/骡马市商业区桃花源·晚梦家庭房,146,近文殊院地铁站,18,4.8,3
【晚遇·北欧清新】近机场/投影/可做饭/近大学,168,近华兴地铁站,44,4.9,2
九眼桥春熙路·投影+电视奢享loft套房/双地铁,351,近牛王庙地铁站,474,5.0,2
《初心》火车东站/洪河地铁/独立套一,190,近洪河地铁站,7,5.0,2
成都木兮民宿锦里/武侯祠附近地区逸韵精致大床房(公共卫浴) ,134,近高升桥地铁站,3,5.0,2
【芒种】地铁五号线/世豪伊藤/大源CBD,188,近天府三街地铁站,11,4.8,2
《梵谷&民宿》-锦里武侯祠蓝色观影套房,205,近衣冠庙地铁站,150,4.6,2
【舒途民宿】星北大道 20分钟到春熙路 美丽城市夜景 紧邻凤凰山公园 长租 短租,137,None,1,5.0,2
【星空双卧】近春熙路/地铁口【家庭套房】王府井旁,966,近李家沱地铁站,2673,5.0,4
成都东站旁温馨满屋公寓阳光大床房,117,近成都东客站地铁站,93,4.7,2
【舒途民宿】星北大道 20分钟到春熙路 美丽城市夜景 紧邻凤凰山公园 长租 短租,137,None,1,5.0,2
【星空双卧】近春熙路/地铁口【家庭套房】王府井旁,966,近李家沱地铁站,2673,5.0,4
成都东站旁温馨满屋公寓阳光大床房,117,近成都东客站地铁站,93,4.7,2
蓉城记忆青年公寓(成都武侯祠华西店)锦里/武侯祠附近地区蓉城夜话大床房,146,近华西坝地铁站,50,4.7,2
黄曼巴的民宿,174,近华府大道地铁站,10,4.8,2
成都美克宜家酒店玉林生活广场/桐梓林商业区园景双床房,199,近三瓦窑地铁站,29,4.4,2
【天天如家】春熙路文殊院宽窄巷子温馨房,229,近文殊院地铁站,1213,4.9,2
 ∑哈斯顿●豪华轻奢∥尊享慢居,309,近骡马市地铁站,133,4.9,2
【水晶套房】高空观景露台/图书馆/王府井购物中心/近春熙路太古里IFS/熊猫基地/双地铁//可停车,328,近李家沱地铁站,187,5.0,2
金融城地铁口孵化园蓉翔公寓大床房,268,近金融城地铁站,1,5.0,2
百悦云景/简欧风投影房/川财职院/智能锁,169,近大面铺地铁站,5,5.0,2
【每日消毒】【网红空中花园】近春熙路·小吃街·熊猫基地·楼下王府井商圈·网红装修风格·高空观景两居室,990,近李家沱地铁站,1232,5.0,4
【暑期钜惠】凯悦轻奢·春熙路九眼桥/巨幕投影+高清电视观景Loft套房/双地铁近太古里近川音川大,426,None,184,5.0,2
【舒适大床 王府井旁】顶层观景露台/近春熙路·太古里/近地铁站/白天免费停车/近熊猫基地/,306,None,464,5.0,2
成都东站高铁旁200米/治愈系美宿大床房,215,近成都东客站地铁站,34,4.8,2
成都东站高铁旁200米/治愈系美宿大床房,215,近成都东客站地铁站,34,4.8,2
[行家] ins木森•宿自然之风/7号线,159,近理工大学地铁站,11,4.9,2
怡心湖地铁口/五项赛事中心/麓湖生态城,168,近广福地铁站,1,5.0,2
近地铁近西南交大跃层复式直达春熙落地玻璃,183,近天河路地铁站,2,5.0,2
「悦·享」ROOM 7 工业风浴缸智能房,187,近华兴地铁站,2,5.0,2
眷成-阳光里-成都东站地铁春熙路宽窄一居,185,近成渝立交地铁站,42,4.9,2
成都东站蜀都公寓  花之物语 舒适大床房,128,近成都东客站地铁站,181,5.0,2
东客站万年场/地暖/投影/智能/2米大床,315,近万年场地铁站,4,5.0,2
成都逸舟民宿宽窄巷子/中医学院附近地区玲珑单人间,122,近蜀汉路东地铁站,170,4.8,1
【白夜】宽窄巷子*人民公园**中医学院省医院*出门就是双地铁*大床房带极米投影*可长租,268,近宽窄巷子地铁站,25,5.0,1
【可短租】每客消毒 近地铁 简欧时尚/CBD/环球/金融城1.5米温馨双床公寓 ,238,近金融城地铁站,1,5.0,2
拾月小筑一近成都双流机场川大精装跃层套,198,近华兴地铁站,91,5.0,2
【堰·居】日式和风/樱花/榻榻米,186,None,6,4.9,2
【鸣鸟投影大床】华府大道地铁蓝润置地广场,227,近华府大道地铁站,11,5.0,2
10火车东站附近万象城旁闲情小站迷你套房,259,近双桥路地铁站,98,5.0,4
近地铁2号线/近西南交大/内廷安静居家loft/直达春熙路太古里,183,None,4,5.0,2
市中心春熙路宽窄巷子丽景大床,244,近骡马市地铁站,36,5.0,2
成都一方酒店公寓科学城/西部博览城地区精选大床房,144,近广福地铁站,20,4.9,2
成都乐宅公寓成都火车西站/青羊万达奇妙主题大床房,143,近中坝地铁站,120,4.8,2
【悠家】洪河站/成都东站/川师大/华熙528/树德中学/三圣乡/凯德/可做饭、可长租,174,None,3,5.0,2
goodnight少女ins风含机场接送,136,近金花地铁站,64,4.6,2
近春熙路/太古里/双地铁/家庭双床/多套,339,近市二医院地铁站,1280,4.9,4
投影4k影院地铁\世豪广场\天府二街\世纪城\新会展\环球中心\品质投影大床房,218,近世纪城地铁站,17,5.0,2
武侯祠锦里宽窄巷子华西医院老成都主题房,248,近锦江宾馆地铁站,43,4.8,2
天府五街地铁口&软件园&清新舒居,148,近天府五街地铁站,16,4.9,2
近春熙路太古里•王府井商圈•北欧轻奢大床房•网红观景露台•空中花园•熊猫基地•免费寄存行李•可开发票,270,近李家沱地铁站,378,5.0,2
【悠家】成都东站约会•遇见你～温馨雅致北欧isn小舍近2.7号线,214,近成都东客站地铁站,27,5.0,2
眷成-花信-成都东站/春熙路太古里宽窄,214,近狮子山地铁站,18,4.7,2
大悦城简约北欧居家房旅行出差双地铁近机场,200,近川藏立交地铁站,25,5.0,2
近8号线近商圈温馨私享，东郊记忆，理工大学，天街,175,None,4,5.0,2
近8号线近商圈温馨私享，东郊记忆，理工大学，天街,175,None,4,5.0,2
夏姐小屋-川师北门双床出门地铁7号线,185,近狮子山地铁站,6,4.6,4
锦绣民宿可定双床房,154,None,5,5.0,2
眷成-沁柠-夏日清新东站春熙直达投影房,202,近狮子山地铁站,17,4.8,2
近商圈近医院温馨私享落地窗,150,None,2,5.0,2
｢眷成-夏荼｣清新投影房东站地铁直达春熙,202,近狮子山地铁站,8,5.0,2
「小确幸」步行300m至地铁｜｜成都理工｜铁建广场带投影1居,188,None,12,4.9,2
眷成-沐雨-清新一居东站春熙地铁直达,214,近迎晖路地铁站,24,5.0,2
华西医院对面精装两居室带机麻,196,近犀浦地铁站,3,5.0,5
时光的礼物/豪华双床房/近地铁2.7号线直达春熙路/天府广场/太古里/家人入住/朋友结伴/成都东站,166,None,15,4.7,4
成都东春北韵酒店成都火车北站/城北客运中心豪华双床房,195,近昭觉寺南路地铁站,8,4.9,2
成都欧海阳光HOUSE成都火车东站/塔子山公园优雅1.8米大床房,107,近成渝立交地铁站,3,5.0,2
半夏时光,242,近人民公园地铁站,4,4.6,4
goodnight设计师大床房/含机场接,141,近金花地铁站,30,4.8,2
近春熙路•熊猫基地•地铁3号线•空中花园•feel大床房•楼下王府井•免费行李寄存•停车场•可开发票,329,近李家沱地铁站,374,5.0,2
东站/洪河地铁口/城职院清新日式榻榻米,128,近洪河地铁站,25,4.7,2
铂雅商务公寓(成都世纪城新会展店)世纪城新会展/环球中心行政大床房,151,近世纪城地铁站,175,4.5,2
【梦马】吃货的打卡地 •文殊院• 宽窄巷子• 夜猫子美食广场波西米亚风大套一,268,近文殊院地铁站,9,5.0,2
《静逸拾花》后现代风格。地暖，爰奇艺。,176,近郫县,4,5.0,2
近春熙路•熊猫基地•地铁3号线•空中花园•plus大床房•楼下王府井•免费行李寄存•停车场•可开发票,307,近李家沱地铁站,624,5.0,2
【三月与猫.卓锦】 川师成龙校区，凯德卓锦万黛，4k极米投影仪和电视，可做饭/免费提供一次性浴巾毛巾,206,None,4,5.0,2
【精品民宿】熊猫基地/春熙路/天府广场,230,近昭觉寺南路地铁站,18,5.0,2
3号线近漫花庄园私享落地窗,122,None,9,5.0,2
春熙路/太古里近地铁3号线、4号线温馨大床房多套,207,近市二医院地铁站,483,4.9,2
成都木兮民宿锦里/武侯祠附近地区幽兰清香双床房(公共卫浴),143,None,3,4.9,2
太古里/春熙路/宽窄/东站【日式榻榻米】,315,近东门大桥地铁站,31,4.9,2
云柒小筑~建设路/东郊记忆公园/电子科技大学/成华区~休闲大床房,201,None,3,5.0,2
【空中花园＋免费书吧~高空双卧4人套房】近春熙路/近地铁3号线/熊猫基地/有车位/免清洁费/行李寄存,640,近李家沱地铁站,343,5.0,4
迷你小单间/成都东站/直达春熙路太古里/2号线7号线双地铁/,111,近成渝立交地铁站,69,4.9,1
5、可代开发票/可月租/万象城地段/双地铁/近火车东站/北欧温馨套,286,近双桥路地铁站,97,5.0,4
【网红空中花园】+【高空咖啡厅】/近春熙路/宽窄巷子/熊猫基地/可寄存行李【轻奢大,297,近李家沱地铁站,586,4.9,2
锦里宽窄巷子春熙路简约北欧一居,254,近锦江宾馆地铁站,3,5.0,2
日式新风，地铁旁，适合长租，短租，旅游，情侣，各价朋友,195,None,4,4.8,2
成都东站蜀都公寓 蓝瑟风情,128,近成都东客站地铁站,125,5.0,1
A【 高空Mini夜景房 】近春熙路太古里IFS 熊猫基地 双地铁  免清洁费 寄存行李 可停车,328,近李家沱地铁站,1112,5.0,2
近商圈春熙路.宽窄巷.文殊院地铁口格调,389,近文殊院地铁站,3179,5.0,2
优享大床房每日消毒24小时免费接送双流机场,106,None,21,5.0,2
成都君星源酒店红牌楼/双楠商业区轻奢双床房,187,近武侯立交地铁站,12,5.0,4
 春熙路成都家印象精品度假公寓豪华双床房,425,近市二医院地铁站,120,4.9,3
【晚霞•夕】春熙路宽窄巷子太古里近商圈轻奢风/文殊院地铁站一居,529,近文殊院地铁站,787,4.9,2
一叶知秋夜景双床房，近文殊院站、春熙路,467,近文殊院地铁站,4,4.9,4
时光的礼物，舒适单间，近地铁2，7号。近大学/春熙路/天府广场，成都东站,98,None,28,4.6,2
【华府大道地铁】世纪城/会展中心特惠房6,91,近华府大道地铁站,5,5.0,2
王府井旁！特惠大床房/网红观景露台/免费图书馆/近春熙路/熊猫基地/地铁3号线,378,近李家沱地铁站,710,5.0,2
【 玲珑夜景房】王府井购物中心/观景露天图书馆/近春熙路/熊猫基地/宽窄/339/双地铁/可停车,328,近李家沱地铁站,306,5.0,2
春熙路宽窄巷子近地铁1号线近机场大巴双床套房,558,近文殊院地铁站,742,4.9,4
【女生入住/与他人合租单间/房东同住】宽窄巷子文殊院地铁站近商圈Loft复式简约风 ,84,None,2,5.0,1
近东站近2号线温馨私享落地窗,629,近成渝立交地铁站,75,4.9,2
成都东站蜀都公寓  商务标准间,1199,近成都东客站地铁站,212,4.9,2
北欧风格/春熙路/太古里/欢乐谷/熊猫基地/动物园/玻璃落地大窗/地铁口,206,近昭觉寺南路地铁站,28,4.8,2
新春特惠太古里春熙路双地铁大窗高层榻榻米,238,近骡马市地铁站,7,5.0,2
艺选·倾宿酒店(成都石油大学地铁站店)新都大学城/大丰地区舒适大床房,129,近石油大学地铁站,83,4.8,2
【抹茶奶绿】双流机场-空港国际城- T-MAX-花天锦地-美食街-川大,161,None,6,5.0,2
【可做饭】春熙路太古里人民公园天府广场,215,近昭觉寺南路地铁站,3,5.0,2
成都家在旅途春熙路太古里舒适大床房,188,近市二医院地铁站,547,4.7,2
近春熙路太古里金牛万达熊猫基地北欧精品大床房,271,None,163,5.0,2
21' 高分评价/西南交大高层夜景纯色系,203,近犀浦地铁站,52,5.0,2
成都东站旁温馨满屋公寓舒适单人房,99,近成都东客站地铁站,658,4.9,1
【轻奢一室一厅】春熙路｜熊猫基地｜宽窄巷子｜楼下王府井｜近地铁｜免费空中书吧｜空中咖啡吧｜可做饭,269,近李家沱地铁站,755,5.0,2
设计师民宿:晨午夏冬民宿姣童，落地窗川农,131,近南熏大道地铁站,2,5.0,2
近3号线近商圈温馨私享私人影院/投影设备,222,None,3,5.0,2
【不二民宿】柠檬 成都东站/成都理工/投影仪,204,近大观地铁站,10,5.0,2
【清梦】空港 机场、川大、民大、百寸投影/免费旅行咨询,157,近华兴地铁站,26,4.8,2
锦里/宽窄巷子/太古里/省体/奢享大床房,371,近衣冠庙地铁站,374,5.0,2
【星辰·蓝】市中心春熙路宽窄太古里/文殊院地铁H出口浩瀚星空一居,535,近文殊院地铁站,130,4.9,2
成都艺嘉公寓世纪城新会展/环球中心温馨家居榻榻米大床房,215,近天府三街地铁站,180,4.7,2
【居里·FUNX】春季钜惠｜loft巨幕投影｜近双流机场｜近川大西南民大,178,近华兴地铁站,30,4.9,2
眷成-辰星-复式超大投影一居东站春熙,214,近大观地铁站,32,4.9,2
【Q加】Q加·成都好雨时节酒店成都火车北站/城北客运中心好雨主题双床房,168,近北站西二路地铁站,110,4.7,2
成都拉斐特公寓世纪城新会展/环球中心舒适双床房,191,近世纪城地铁站,14,4.8,2
全景落地窗，现代简约大源欢乐颂,187,近天府三街地铁站,9,5.0,2
地铁5号线骨科医院/锦里武侯祠/宽窄巷子,188,近通惠门地铁站,6,5.0,2
月租地铁5号线/孵化园金融城地铁口/简约大床,206,近金融城地铁站,90,4.8,2
欢乐谷，茶店子客运站，地中海风格大套一,200,近茶店子客运站地铁站,4,4.8,3
ins风|双地铁|巨幕投影|大房间|二环高架 熊猫快线|近九眼桥 太古里 IFS ,185,近琉璃场地铁站,5,4.6,2
月租地铁5号线/孵化园金融城地铁口/简约大床,206,近金融城地铁站,90,4.8,2
欢乐谷，茶店子客运站，地中海风格大套一,200,近茶店子客运站地铁站,4,4.8,3
ins风|双地铁|巨幕投影|大房间|二环高架 熊猫快线|近九眼桥 太古里 IFS ,185,近琉璃场地铁站,5,4.6,2
高新/新会展/环球中心舒适雅致一居,228,近金融城地铁站,127,4.9,2
寓米悦心榻榻米,257,近前锋路地铁站,14,4.8,2
【丽呈睿轩】丽呈来住S酒店(成都春熙路店)春熙路/太古里商业区悦享景观大床房,637,近春熙路地铁站,2504,4.9,2
【有停车位，免费做饭】春熙路太古里/宽窄巷子/文殊院/火车站/动物园/熊猫基地/小吃街日式榻榻米一居,199,近昭觉寺南路地铁站,19,4.9,2
近地铁3号线李家沱&北欧豪华大床房&近春熙路太古里熊猫基地宽窄巷子,245,近李家沱地铁站,448,5.0,2
木子轻宅 双流机场 川大旁北欧风大床房,148,近华兴地铁站,1,5.0,2
驷马桥地铁口/熊猫基地北欧风情大床房,172,近昭觉寺南路地铁站,44,4.8,2
成都逸舟民宿宽窄巷子/中医学院附近地区明澈大床房,131,近蜀汉路东地铁站,58,4.5,2
轻奢大床房丨楼下王府井+影院丨屋顶书吧+空中花园丨近春熙路，熊猫基地,288,近李家沱地铁站,300,5.0,2
成都圆梦家庭民宿三圣花乡/华西附二院锦江院区精品大床房,68,近惠王陵地铁站,5,5.0,2
【速8】速8酒店(成都九里堤地铁站店)成都火车北站/城北客运中心影音大床房,136,近九里堤地铁站,5,5.0,2
成都朵儿雅宿公寓红牌楼/双楠商业区精致大床房,365,近红牌楼地铁站,69,4.8,2
大悦城旁 红帆公寓,159,近武侯立交地铁站,68,4.8,2
日式塌塌米民宿/地铁口/熊猫基地/动物园,262,近昭觉寺南路地铁站,9,4.9,2
市中心春熙路宽窄太古里/文殊院地铁H出口轻奢风一居,529,近文殊院地铁站,60,4.9,2
近2号线近商圈温馨私享Loft复式,166,近天河路地铁站,4,4.9,2
"时光的礼物（精致双床房）/近地铁2，7号线/朋友结伴/家人入住/情侣/直达春熙路/天府广场/太古里
",184,近成都东客站地铁站,29,4.8,4
龙光投影大床房/美寓/投影/成都自然博物馆/地铁十里店站/成都理工大学/铁建广场/二仙桥/圣灯公园/,199,None,3,5.0,2
贰一B&B 摩登公寓 | 近双流机场 川大 民大 春熙路 太古里 九眼桥,188,None,3,5.0,2
近春熙路/太古里/市二医院/339双地铁阳台大床,190,近市二医院地铁站,481,5.0,2
南城故事主题公寓（世纪城新会展中心店）,188,近天府三街地铁站,14,4.8,2
【星空公寓】近地铁2、7号线｜成都东客站,107,近成渝立交地铁站,188,4.9,2
成都宸宇酒店三圣花乡/华西附二院锦江院区大床房A,132,近琉璃场地铁站,12,4.9,2
婉清-卡布（120寸巨幕影院房，投影，可泡澡，乳胶床垫，近地铁、国色天香，新尚天地商业街，,185,None,2,5.0,2
【居里·熹微】春季钜惠｜巨幕投影LOFT·近双流机场｜川大民大｜每客消毒,178,近华兴地铁站,58,4.9,2
成都漫居公寓酒店文殊院/骡马市商业区舒适双床房,162,近前锋路地铁站,33,4.8,2
一方半舍|巨幕投影.机场川大信息工程大学,178,近华兴地铁站,25,5.0,2
成都漫居公寓酒店文殊院/骡马市商业区舒适双床房,162,近前锋路地铁站,33,4.8,2
一方半舍|巨幕投影.机场川大信息工程大学,178,近华兴地铁站,25,5.0,2
幔亭·雅舍 简居大床房,225,近红牌楼地铁站,6,5.0,2
【居里·玛格丽】春季钜惠｜清新LOFT｜近双流机场｜地铁顺风站｜四川大学｜每客消毒,178,近华兴地铁站,20,5.0,2
【幻眇~归蜀】春熙路太古里IFS地铁房,395,近春熙路地铁站,230,4.8,2
方好湖畔公寓,225,None,5,5.0,2
｛城中屋1｝地铁三号线/动物园/欢乐谷/,239,近昭觉寺南路地铁站,2,5.0,2
北欧简约/太古里IFS/近龙湖上城金牛万达商圈/人民北路地铁口,275,None,22,5.0,2
【许愿精灵】东站成渝立交大阳台浪漫投影房,233,近成渝立交地铁站,21,4.8,2
【不二民宿·1388·免费早餐一份】零食饮料·有偿专业摄影】撞色·生活用品·双流机场·,188,近华兴地铁站,32,4.8,2
武侯立交吾悦广场大悦城75平大房间花园大阳台,238,近武青南路地铁站,68,5.0,2
【鸟巢民宿】成都东站/东广场/直线200m/直达春熙路/太古里/双窗/阳光大单房/近高地铁/多路公交,125,None,15,4.9,1
