民宿标题,价格,地利,评论数,得分,适合居住人数
五指山国家自然保护区雨林华丽山谷双床房,729,None,None,None,2
椰枫山水名城温馨家园舒适大床,198,None,None,None,2
国风介山房  棋牌套房,407,None,None,None,2
五指山璟熙精品酒店豪华商务双标房,143,None,None,None,2
五指山国家自然保护区华丽观景大床房,413,None,None,None,2
五指山金源快捷酒店标准双床房,84,None,3,3.4,2
五指山亚泰雨林雨林雅致别墅大床房,672,None,None,None,2
五指山璟熙精品酒店豪华山景双床房,143,None,None,None,2
五指山水云居民宿华丽湖景套房四室两厅,820,None,None,None,5
五指山南国夏宫华丽双标房,290,None,None,None,2
五指山裕泉公馆豪华大床房,98,None,None,None,2
五指山璟熙精品酒店夜景情侣大床房,134,None,None,None,2
小雅  轻奢浴缸大床房,318,None,None,None,2
五指山瓦哎噜主题黎族特色大床房,193,None,None,None,2
五指山水云居民宿湖景华丽套房一室一厅,480,None,None,None,2
五指山冬暖夏凉民宿大床房,93,None,15,4.4,2
五指山珠江水晶尊享山景大床房,503,None,None,None,2
五指山观山房,148,None,4,4.1,2
五指山市仁帝山雨林度假公寓雨林园景套房,465,None,None,None,4
五指山艺宿里主题民宿国风介山房•棋牌套房,418,None,None,None,2
五指山国家自然保护区雨林高档山谷双床房,561,None,None,None,2
仁帝山雨林度假公寓-大嘴鸟亲子套房+泡池+早餐（4人）,748,None,2,5.0,4
比邻   温馨雅致大床房,252,None,None,None,2
五指山华爵商务商务双标房,222,None,None,None,2
五指山璟熙精品酒店豪华山丘大床房,134,None,None,None,2
五指山冬暖夏凉民宿标准双床,113,None,8,4.6,2
五指山旅游山庄B栋高档大床房,154,None,None,None,2
五指山华爵商务华丽商务房,244,None,None,None,2
座落在海南岛五指山市，负氧离子10万+，,379,None,None,None,2
依云城堡·整栋,28223,None,None,None,22
五指山市仁帝山雨林度假公寓大嘴鸟亲子套房,717,None,None,None,4
五指山华爵商务高档大床房,176,None,None,None,2
仁帝山雨林度假公寓-大床房+泡池+早餐（2人）,428,None,None,None,2
五指山裕泉公馆普通大床房,120,None,None,None,2
五指山亚泰雨林雨林雅致别墅双床房,672,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景双床房,314,None,2,4.0,2
五指山华爵商务高档双床房,204,None,None,None,2
五指山福德莱华丽山景双床房,359,None,None,None,2
五指山旅游山庄华丽套间,258,None,None,None,2
五指山裕泉公馆普通大床房,89,None,2,1.5,2
五指山冬暖夏凉民宿特惠大床房,85,None,1,5.0,2
依云城堡  奢华总统套房,28223,None,None,None,4
五指山椰枫家园华丽套房1室1厅,146,None,None,None,2
五指山华爵商务华丽大床房,175,None,None,None,2
五指山国家自然保护区五指山峰景观房,886,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景双床房,370,None,None,None,2
五指山福德莱高档河景大床房,434,None,None,None,2
途窝假日(五指山店)温馨家庭套房,239,None,None,None,2
五指山冬暖夏凉民宿豪华家庭房,131,None,None,None,4
五指山市仁帝山雨林度假公寓高档雨林大床房,330,None,None,None,2
五指山珠江水晶华丽山景双床房,470,None,None,None,2
一室一厅豪华家庭公寓,728,None,None,None,4
五指山旅游山庄B栋华丽套房,258,None,None,None,2
五指山市区华丽商务双人间,183,None,None,None,2
途窝假日(五指山店)途窝拾光双人房,129,None,None,None,2
五指山亚泰雨林雨林高档别墅套房一房一厅,2118,None,None,None,2
五指山珠江水晶华丽河景大床房,470,None,None,None,2
五指山福德莱高档大床房,296,None,None,None,2
五指山市仁帝山雨林度假公寓高档雨林双床房,330,None,None,None,2
温馨标准间,350,None,None,None,2
五指山国家自然保护区雨林华丽别墅大床房,842,None,None,None,2
五指山福德莱高档山景套间,509,None,None,None,2
仁帝山雨林度假公寓-双床房+泡池+早餐（2人）,428,None,None,None,2
五指山市仁帝山旅居公寓,379,None,None,None,2
五指山金源快捷酒店豪华大床房,84,None,2,2.4,2
五指山福德莱高档双床房,309,None,None,None,2
五指山市区华丽大床房,130,None,None,None,2
五指山珠江水晶高档山景双床房,425,None,None,None,2
五指山福安泰隆尊享大床间,222,None,None,None,2
五指山福德莱高档河景双床房,434,None,None,None,2
五指山旭日民宿标准双人房,149,None,None,None,2
五指山珠江水晶高档商务套房,997,None,None,None,2
五指山福安泰隆华丽双卧套,272,None,None,None,4
五指山福德莱华丽河景大床房,359,None,None,None,2
五指山秋光民宿高级双床间,83,None,None,None,2
五指山珠江水晶尊享河景双床房,503,None,None,None,2
五指山裕泉公馆标准双床间,98,None,2,2.7,2
五指山福德莱华丽山景大床间,359,None,None,None,2
五指山六艺王宫别墅山景双卧室泳池别墅套房,4105,None,None,None,4
五指山珠江水晶高档河景双床房,447,None,None,None,2
五指山春和家庭套房,1928,None,None,None,6
五指山福德莱华丽河景双床房,359,None,None,None,2
五指山亚泰雨林雨林庭院两房一厅别墅套房,3697,None,None,None,4
五指山市区山景双标房,381,None,None,None,2
五指山福安泰隆华丽双标,184,None,None,None,2
五指山乡茶民宿大床房,175,None,None,None,2
五指山国家自然保护区雨林华丽别墅双床房,842,None,None,None,2
五指山市区山景大床房,381,None,None,None,2
花筑五指山距市中心汽车站十分钟车程康养家庭套房,1588,None,1,5.0,4
五指山裕泉公馆标准双床间,130,None,None,None,2
五指山艺宿里主题民宿比邻•温馨雅致大床房,256,None,4,4.3,2
五指山珠江水晶华丽河景双床房,470,None,None,None,2
花筑五指山 距市中心汽车站十分钟车程舒适康养大床房,988,None,10,4.6,2
五指山红雅民宿豪华阳台双床房,234,None,3,4.9,4
五指山珠江水晶河景双床房,403,None,None,None,2
五指山珠江水晶河景双床房,403,None,None,None,2
花筑五指山距市中心汽车站十分钟车程观景阳台双床房,1288,None,1,4.0,2
五指山红雅民宿豪华园景大床房,162,None,2,3.4,2
五指山市区华丽商务套房,1179,None,None,None,2
五指山珠江水晶尊享山景双床房,503,None,None,None,2
五指山市区华丽行政套房,1348,None,None,None,2
五指山红雅民宿豪华套间,333,None,1,5.0,2
五指山珠江水晶高档山景大床房,425,None,None,None,2
五指山珠江水晶河景大床房,403,None,None,None,2
五指山珠江水晶华丽山景大床房,470,None,None,None,2
五指山红雅民宿中式整栋别墅,1358,None,None,None,6
五指山珠江水晶尊享河景大床房,503,None,None,None,2
五指山珠江水晶高档河景大床房,447,None,None,None,2
五指山红雅民宿欧式整栋别墅,1358,None,None,None,4
五指山红雅民宿地中海整栋别墅,1358,None,None,None,5
五指山红雅民宿现代整栋别墅,1784,None,None,None,6
五指山红雅民宿新中式整栋别墅,1784,None,None,None,6
五指山艺宿里主题民宿依云城堡·整栋,14548,None,None,None,22
五指山市仁帝山雨林度假公寓大嘴鸟亲子套房,591,None,None,None,4
五指山市仁帝山雨林度假公寓高级雨林双床房,322,None,1,5.0,2
五指山市仁帝山雨林度假公寓高级雨林大床房,322,None,1,4.3,2
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山迎丰家庭旅居豪华景观套房,338,None,1,5.0,4
五指山南国夏宫华丽大床房,324,None,None,None,2
五指山福安泰隆一级高档单人房,167,None,None,None,2
五指山红雅民宿美式整栋别墅,1765,None,None,None,5
五指山艺宿里主题民宿依云城堡·整栋,14548,None,None,None,22
五指山市仁帝山雨林度假公寓大嘴鸟亲子套房,591,None,None,None,4
五指山市仁帝山雨林度假公寓高级雨林双床房,322,None,1,5.0,2
五指山市仁帝山雨林度假公寓高级雨林大床房,322,None,1,4.3,2
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山林燕旅租豪华景观套房,230,None,None,None,4
五指山林燕旅租豪华山景套房,248,None,1,5.0,4
五指山田园怡然旅居会所一室一厅标准套房,218,None,None,None,2
【城市人家•山水】南北通透/山景空调两居,278,None,20,5.0,4
五指山旭丰旅居会所景观开间双床房,128,None,15,4.6,2
五指山居安岁乐旅居度假公寓山景公寓标间,128,None,6,4.7,2
五指山艺宿里主题民宿依云城堡·整栋,14548,None,None,None,22
五指山市仁帝山雨林度假公寓大嘴鸟亲子套房,591,None,None,None,4
五指山市仁帝山雨林度假公寓高级雨林双床房,322,None,1,5.0,2
五指山市仁帝山雨林度假公寓高级雨林大床房,322,None,1,4.3,2
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山且行且栖民宿清秋·绮霞·山景三室一厅公寓,416,None,None,None,5
临河临湖精品房,158,None,None,None,2
五指山翡翠谷生态度假山庄高级山景房,238,None,None,None,2
五指山水云居民宿雨林两居叠拼泳池别墅,1374,None,1,4.0,4
五指山居安岁乐旅居度假公寓温馨亲子套房,198,None,2,4.3,4
五指山林燕旅租大床房,128,None,2,5.0,2
五指山市仁帝山雨林度假公寓高级雨林大床房,322,None,1,4.3,2
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山水云居民宿湖畔豪华套房二室一厅,396,None,68,4.6,4
国风寄山房  茶台套房,676,None,None,None,4
五指山翡翠名苑,108,None,None,None,7
花花灰虾_农场民宿_我们的田园生活,198,None,9,4.9,2
五指山市区3栋雨林园景双床房,224,None,None,None,2
五指山懿品云景度假懿品远景双床房,320,None,None,None,2
标准双床房,198,None,1,2.3,2
五指山金源快捷酒店豪华双人间,142,None,None,None,2
五指山翡翠谷生态度假山庄高档山景房,215,None,None,None,2
五指山市仁帝山雨林度假公寓高级雨林大床房,322,None,1,4.3,2
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山精致园景两居公寓（离漂流地点近）,228,None,32,4.7,6
【雨林之家•远景 】空调/精美 /山景房,178,None,14,4.9,2
五指山蝶泉湾度假别墅,148,None,6,4.9,2
五指山艺宿里主题民宿同堂·两室两厅套房,318,None,None,None,4
五指山春和山景亲子房,361,None,None,None,3
五指山•养生雨淋•泳池园景•二居民宿,400,None,24,4.9,4
翠城优宿•观山临河/市中心三居双卫/观景,412,None,40,4.8,6
五指山迎丰家庭旅居华丽园景两室一厅,283,None,None,None,4
"【雨林之家•现代】南北通透/近商圈/空调两居
",278,None,17,4.9,4
五指山市仁帝山雨林度假公寓高级雨林大床房,322,None,1,4.3,2
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山春和山景大床房,286,None,None,None,2
五指山旭日民宿大床房,150,None,None,None,2
五指山居安岁乐旅居度假公寓情侣蜜月套房,168,None,None,None,2
五指山且行且栖民宿山景一室一厅双床公寓,310,None,None,None,2
五指山福安泰隆高档套间,184,None,None,None,2
温馨亲子套房,198,None,None,None,2
【雨林之家·园景】南北通透/山景两居,298,None,8,5.0,4
山景房标间（含双早）,138,None,None,None,2
五指山旅游山庄B栋普通双标房,114,None,None,None,2
五指山市仁帝山雨林度假公寓高级雨林大床房,322,None,1,4.3,2
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山林燕旅租三人间,138,None,2,3.9,3
五指山田园怡然旅居会所两室一厅华丽套房,309,None,None,None,4
五指山迎丰家庭旅居豪华两室一厅,248,None,8,4.9,4
五指山艺宿里主题民宿小雅·轻奢浴缸大床房,495,None,2,5.0,2
【艺宿里客栈】国风阅山房  博雅套房 五指山舒适套房,676,None,None,None,4
家庭式套房,258,None,None,None,3
五指山旅游山庄B栋高档双床房,154,None,None,None,2
五指山旭日民宿华丽大床房,170,None,None,None,2
五指山福安泰隆阳台双床房,173,None,None,None,2
五指山市仁帝山雨林度假公寓高级雨林大床房,322,None,1,4.3,2
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山水云居民宿湖畔豪华套房一室一厅,374,None,31,4.4,2
五指山华爵商务华丽套房,8995,None,None,None,2
五指山艺宿里主题民宿同堂·三室两厅套房,371,None,None,None,6
同堂•两室两厅套房,318,None,None,None,4
五指山迎丰家庭旅居华丽山景两室一厅,280,None,None,None,4
五指山椰枫家园酒店标间,98,None,17,4.3,2
【雨林之家•北欧】南北通透/近超市菜巿场/两居两卫,298,None,40,4.8,4
【雨林之家•爱舍】南北通透/山景两居,298,None,6,5.0,4
五指山且行且栖民宿摇椰·冉竹·山景两室一厅公寓,416,None,None,None,4
五指山海南北方安家旅居公寓一室单床房,352,None,None,None,2
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山旭丰旅居会所景观开间大床房,162,None,None,None,2
溪苑简约温馨家庭亲子房,388,None,1,5.0,4
五指山水云山庄民宿豪华大床间,168,None,11,4.5,2
花花灰虾_帐篷营地_我们的田园生活(含早餐),140,None,9,5.0,2
五指山林燕旅租双床房,128,None,4,4.5,2
【悠家】翡翠花园水云山庄/太平山瀑布/翡翠公园/五指山红峡谷文化旅游区/温馨两居室,298,None,None,None,3
五指山且行且栖民宿邀金·山景三室一厅LOFT,537,None,None,None,5
五指山旅游山庄B栋华丽大床房,175,None,None,None,2
五指山水云居民宿湖畔华丽套房二室一厅,491,None,None,None,4
五指山水云居民宿湖景五居独栋泳池别墅,2200,None,None,None,8
五指山海南北方安家旅居公寓温馨标准间,325,None,None,None,2
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山田园怡然旅居会所一室一厅标准套房,228,None,None,None,2
五指山福安泰隆华丽套间,184,None,None,None,2
五指山水云居民宿豪华山景套房两室一厅,508,None,51,4.6,4
五指山迎丰家庭旅居华丽景观套房,371,None,None,None,4
山景房大套间（含三早）,198,None,None,None,3
五指山林燕旅租高级山景套房,248,None,1,5.0,3
五指山田园纳里康养山景二居,316,None,None,None,4
五指山居安岁乐旅居度假公寓山景套房一室一厅,152,None,None,None,2
春潇家园三室一厅,489,None,2,3.0,6
五指山旅游山庄B栋华丽双床房,175,None,None,None,2
五指山旭丰旅居会所景观开间三人间,148,None,14,4.5,3
五指山阳光民宿单人间,80,None,None,None,1
五指山市仁帝山雨林度假公寓高级私享养生套房,916,None,None,None,2
五指山市仁帝山雨林度假公寓雨林园景套房,454,None,2,5.0,4
五指山林燕旅租亲子房,138,None,2,5.0,3
五指山旭丰旅居会所景观开间双床房,152,None,None,None,2
五指山旭丰旅居会所高级套房两室一厅,258,None,None,None,4
五指山迎丰家庭旅居华丽景观大套房A,360,None,None,None,4
五指山福安泰隆华丽单人间,174,None,None,None,2
五指山水云山庄民宿标准大床间(无窗),115,None,20,4.3,2
五指山金源快捷酒店三人间,148,None,None,None,3
五指山艺宿里主题民宿国风忆山房•简约套房,742,None,None,None,4
五指山居安岁乐旅居度假公寓情侣蜜月套房,193,None,None,None,2
五指山水云居民宿山景豪华套房四房两厅,900,None,3,4.2,8
