公司,职位,月薪,公司介绍,应聘要求,福利,职位关键词,上班地点
打造最好的在线人脸识别引擎,c++开发工程师,10k-15k,"移动互联网,企业服务 A轮 15-50人",经验1-3年 本科,“人工智能”,C++ Windows 图像处理 ,[工业园区]
观其科技,软件工程师c++,20k-30k,"移动互联网,企业服务 不需要融资 150-500人",经验不限 本科,“奖金丰厚”,Java C Python ,[工业园区]
苏州铭融计算机系统,C++软件工程师,16k-30k,"金融,软件开发 不需要融资 少于15人",经验1-3年 本科,“福利优厚，开放共进”,金融 大数据 Python C++ ,[工业园区]
苏州香农智能科技有限公司,c++开发工程师,12k-22k,人工智能 A轮 15-50人,经验3-5年 本科,“万元培训基金 补充商业保险 期权 项目奖”,大数据 通信/网络设备 QT Linux/Unix MySQL ,[工业园区]
微清医疗,c++开发,12k-24k·13薪,医疗丨健康 B轮 15-50人,经验3-5年 本科,“扁平化管理 五险一金”,C++ ,[工业园区]
塔米机器人,软件工程师c++,10k-20k,硬件 未融资 50-150人,经验不限 本科,“团队实力 发展前景 氛围好 领导好”,C# .NET C++ ,[昆山市]
苏州坤厚自动化,c++开发工程师,11k-19k,"硬件,其他 天使轮 15-50人",经验5-10年 本科,“科技领军企业、高新技术企业、双软企业”,C++ MFC ,[工业园区]
Aunbox,c++开发工程师(多媒体),12k-22k,移动互联网 未融资 150-500人,经验3-5年 本科,“节日福利、下午茶、年底双薪、额外分红等”,工具软件 视频 流媒体转封装 视频编解码 音频编解码 音视频 ,[独墅湖]
舜云科技,C++程序开发实习生,3k-6k,"移动互联网,人工智能 不需要融资 少于15人",经验应届毕业生 本科,“中德团队，专家指导，氛围活跃，尖端科技”,云计算 工具软件 C++ ,[陆慕]
舜云科技,C++程序员,10k-20k,"移动互联网,人工智能 不需要融资 少于15人",经验应届毕业生 本科,“中德团队，专家指导，氛围活跃，尖端科技”,云计算 大数据 C++ ,[陆慕]
ZWO,c++工程师,8k-15k,"电商,消费生活 不需要融资 50-150人",经验1-3年 本科,“温暖的团队 广阔的平台有竞争力的薪酬福利”,C++ ,[工业园区]
寻迹智行机器人,c++软件开发工程师,12k-20k·13薪,"软件开发,物联网 未融资 50-150人",经验1-3年 本科,“发展前景大”,C++ ,[相城区]
飞依诺,c++开发工程师,15k-20k·13薪,医疗丨健康 不需要融资 150-500人,经验5-10年 本科,“行业前景好，团队工作氛围好”,C++ C ,[工业园区]
苏州雪彩,C++服务端工程师,15k-25k,游戏 未融资 50-150人,经验1-3年 大专,“五险一金”,C++ ,[工业园区]
ZWO,c++工程师,8k-15k,"电商,消费生活 不需要融资 50-150人",经验1-3年 本科,“温暖的团队 广阔的平台有竞争力的薪酬福利”,C++ ,[工业园区]
索思医疗,c++开发工程师,15k-25k,医疗丨健康 不需要融资 50-150人,经验3-5年 本科,“有能力者高薪可谈”,C++ ,[工业园区]
东声智能,软件工程师c++,5k-9k,人工智能 不需要融资 15-50人,经验1年以下 不限,“无限提供零食和饮料”,人工智能 深度学习 图像处理 ,[工业园区]
ZOA,c++开发工程师,6k-9k,移动互联网 未融资 15-50人,经验1-3年 本科,“五险一金；年终奖；项目奖金”,C++ Linux/Unix ,[木渎]
苏州珂晶达电子有限公司,C++/python GUI 软件工程师,10k-15k,移动互联网 未融资 15-50人,经验1-3年 本科,“双休、13薪、五险一金加团体商业险”,其他 ,[娄葑]
超娱互动,c++游戏服务器,10k-15k,游戏 未融资 15-50人,经验1-3年 大专,“五险一金、弹性工作、生日会、双休”,C++ 服务器端 ,[娄葑]
同程旅行,移动安全工程师,20k-35k·16薪,旅游 上市公司 2000人以上,经验3-5年 本科,“牛人团队 福利待遇好”,旅游 ,[工业园区]
同程旅行,深度学习工程师,20k-35k·16薪,旅游 上市公司 2000人以上,经验1-3年 本科,“牛人团队 福利待遇好”,移动互联网 旅游 深度学习 ,[工业园区]
Aunbox,高级研发工程师,20k-35k·13薪,移动互联网 未融资 150-500人,经验3-5年 大专,“发展空间大，福利待遇佳”,Python C++ ,[独墅湖]
创源微致,Python开发主管,25k-30k,移动互联网 不需要融资 50-150人,经验5-10年 本科,“发展平台”,后端 ,[吴江区]
微创软件,Android开发工程师,10k-14k,"企业服务,移动互联网 不需要融资 2000人以上",经验1-3年 本科,“五险一金 带薪年假 技术大牛 氛围好”,Android 移动端 ,[工业园区]
苏州承泽医疗科技,软件工程师,10k-15k,"医疗丨健康,移动互联网 A轮 15-50人",经验应届毕业生 本科,“公司非常人性化”,C++ C# C ,[工业园区]
畅行智能,python后端开发工程师,10k-15k·13薪,汽车丨出行 天使轮 50-150人,经验3-5年 本科,“创业团队”,汽车 Python 后端 软件开发 ,[渭塘]
集萃未来城市应用研究所,研发岗位实习生,3k-6k,"人工智能,软件开发 未融资 50-150人",经验应届毕业生 硕士,“五险一金 周末双休 餐补 交通补贴”,C++ ,[相城区]
宇慧软件,.net开发工程师,8k-10k,"移动互联网,企业服务 不需要融资 15-50人",经验3-5年 本科,“成熟团队，五险一金，周末双休，带薪年假”,工具软件 C# ,[工业园区]
超正软件,嵌入式开发,12k-18k,移动互联网 不需要融资 150-500人,经验3-5年 本科,“外企、无加班、双休”,嵌入式 Linux C++ C ,[工业园区]
友谊时光,引擎客户端开发工程师,13k-26k·13薪,"移动互联网,游戏 上市公司 500-2000人",经验3-5年 本科,“内部培训 多次调薪”,游戏 C++ C ,[吴中区]
集萃未来城市应用研究所,研发经理,20k-30k,"人工智能,软件开发 未融资 50-150人",经验5-10年 本科,“五险一金 周末双休 餐补 交通补贴”,高级技术管理 架构师 ,[相城区]
第二空间,VR教育平台架构设计师,10k-20k,VR丨AR / /,经验5-10年 本科,“创新性企业发展潜力巨大，合伙人模式。”,VR Unity3d ,[吴江区]
鼎捷软件,软件开发工程师（2021届）,6k-8k·13薪,其他 上市公司 2000人以上,经验应届毕业生 本科,“上市公司；发展前景好；福利待遇好”,C ,[工业园区]
领裕电子,软件工程师,5k-7k·13薪,通讯电子 上市公司 2000人以上,经验应届毕业生 本科,“上市公司 平台好”,C# C C++ ,[相城区]
智加科技,研发工程师,30k-60k,人工智能 B轮 150-500人,经验3-5年 硕士,“无人重卡 高密度人才 全球开发”,大数据 ,[元和]
智加科技,地图定位工程师,30k-60k,人工智能 B轮 150-500人,经验3-5年 硕士,“无人重卡 高密度人才 全球开发”,带薪年假 通讯津贴 定期体检 股票期权 ,[元和]
苏州冠辰,go开发工程师,11k-16k,"信息安全,其他 不需要融资 15-50人",经验1-3年 本科,“成长快，前景好，多次加薪”,信息安全 Golang ,[工业园区]
欧梯恩,开发总监,15k-25k,"硬件,软件开发 未融资 15-50人",经验5-10年 本科,“股权激励 带薪年假 五险一金”,云计算 ,[虎丘]
出门问问,音频算法工程师-苏州-00982,15k-30k,"移动互联网,消费生活 D轮及以上 150-500人",经验不限 本科,“AI独角兽、领导好、五险一金、定期体检”,人工智能 算法 ,[工业园区]
360,工控安全攻防专家,30k-60k,信息安全 上市公司 2000人以上,经验5-10年 本科,“大型互联网公司”,Python ,[工业园区]
欧梯恩,软件工程师,15k-25k,"硬件,软件开发 未融资 15-50人",经验1-3年 本科,“有竞争力的薪酬、长期发展的平台”,C++ C ,[姑苏区]
capsio,软件开发工程师,5k-10k,软件开发 未融资 少于15人,经验1-3年 本科,“五险，项目奖金，绩效奖金”,C/C++ ,[元和]
苏州日升软件,软件开发工程师,7k-14k·13薪,"移动互联网,企业服务 未融资 50-150人",经验1-3年 大专,“年终奖季度奖项目奖”,大数据 Java .NET C ,[吴中区]
长嘴鱼软件,全栈工程师,20k-25k,软件开发 天使轮 少于15人,经验不限 本科,“大佬带队，项目前景好”,全栈 架构师 C++ 图像处理 ,[工业园区]
畅行智能,障碍物感知算法工程师,3k-4k,汽车丨出行 天使轮 50-150人,经验应届毕业生 硕士,“时间弹性”,图像处理 计算机视觉 算法 人工智能 ,[渭塘]
派若代姆,量化分析师/量化交易员,7k-8k,区块链、物联网 未融资 少于15人,经验不限 本科,“量化算法交易和技术公司”,大数据 MySQL 数据架构 Python ,[太仓市]
中国科学院电子学研究所苏州研究院,GIS高级研发工程师,16k-32k,"移动互联网,数据服务 未融资 150-500人",经验3-5年 本科,“***科研机构，空天信息应用”,地图 大数据 C++ Java 全栈 系统架构 ,[唯亭]
中国科学院电子学研究所苏州研究院,高级网络安全研究员,25k-50k,"移动互联网,数据服务 未融资 150-500人",经验3-5年 硕士,“***科研机构”,信息安全 大数据 ,[唯亭]
微软（中国）有限公司,Software Engineer-O365,25k-50k,"移动互联网,数据服务 上市公司 2000人以上",经验不限 本科,“国际化团队 多个hc”,云计算 C# 分布式 后端 ,[工业园区]
迪凯尔,高级软件工程师,13k-25k,医疗丨健康 C轮 50-150人,经验3-5年 本科,“五险一金　岗位晋升　年假”,C++ Python ,[工业园区]
长嘴鱼软件,QT工程师,12k-15k,软件开发 天使轮 少于15人,经验不限 不限,“大佬带队，项目前景好”,工具软件 企业服务 C++ ,[工业园区]
TCL（科天）,音视频SDK技术专家,25k-50k,"移动互联网,数据服务 不需要融资 150-500人",经验5-10年 本科,“绩效奖金；带薪年假；弹性工作；500强”,大数据 即时通讯 音频编解码 音频处理 音视频 视频编解码 ,[娄葑]
迪盛智能,图像算法工程师,15k-25k,硬件 C轮 150-500人,经验不限 硕士,“技术大牛 团队氛围好 产品竞争力强”,目标检测 图像算法 OpenCV C/C++ ,[高新区]
昆山农商银行,应用开发岗,12k-24k,金融 未融资 500-2000人,经验1-3年 本科,“五险二金”,C/C++ 前端开发 Javascript ,[昆山市]
Momenta,视觉算法工程师-苏州,20k-40k,"数据服务,硬件 B轮 150-500人",经验1-3年 硕士,“一日三餐、免费健身房、自动驾驶独角兽”,模式识别 图像处理 算法 人工智能 ,[元和]
微创软件,前端开发工程师,8k-10k,"企业服务,移动互联网 不需要融资 2000人以上",经验不限 本科,“大厂经验”,HTML5 前端开发 移动端 ,[工业园区]
思必驰科技,语音识别算法实现工程师,15k-30k,企业服务 D轮及以上 150-500人,经验3-5年 硕士,“明星企业 技术实力强 成长空间大”,语音识别 ,[独墅湖]
君师禾,自动化测试开发工程师,18k-32k,信息安全 未融资 15-50人,经验不限 本科,“薪资福利待遇好”,C C++ ,[吴中区]
超娱互动,cocos2d-x游戏,8k-15k,游戏 未融资 15-50人,经验1-3年 大专,“高薪，周末不加班，有前景”,游戏 移动互联网 IOS Android C/C++ ,[娄葑]
凌志软件,项目经理（对日软件开发）,15k-20k·14薪,金融 上市公司 2000人以上,经验5-10年 大专,“股权激励”,高级技术管理 团队建设 领导力 ,[吴中区]
君师禾,视频开发工程师,15k-30k,信息安全 未融资 15-50人,经验不限 本科,“福利待遇好”,C C++ 视频算法 机器学习 ,[工业园区]
凌志软件,实习生（对日项目开发）,2k-3k,金融 上市公司 2000人以上,经验不限 本科,“发展空间大，平台好”,Java ,[吴中区]
声通科技,语音识别研发工程师,20k-40k,数据服务 不需要融资 15-50人,经验3-5年 硕士,“五险一金、定期体检、公司旅游、福利待遇”,教育 深度学习 语音识别 模式识别 算法 ,[独墅湖]
声通科技,nlp算法工程师,13k-20k·13薪,数据服务 不需要融资 15-50人,经验1-3年 硕士,“团队建设，旅游，节日活动”,深度学习 语音识别 自然语言处理 ,[工业园区]
苏小研,软件开发工程师（数据安全方向）(J10830),20k-30k,移动互联网 不需要融资 500-2000人,经验3-5年 本科,“五险一金、交通补贴、餐饮补贴、通讯补贴”,Java 信息安全 ,[高新区]
苏小研,云计算研发工程师（虚拟网络方向）(J10392),20k-30k,移动互联网 不需要融资 500-2000人,经验5-10年 本科,“五险一金、交通补贴、餐饮补贴、通讯补贴”,云计算 ,[高新区]
爱特曼科技,Python后端工程师,10k-15k,"移动互联网,数据服务 A轮 15-50人",经验不限 本科,“人工智能领域，福利制度健全”,医疗健康 工具软件 Python 后端 数据库 ,[独墅湖]
高仙机器人,测试工程师,8k-12k,"企业服务,硬件 B轮 150-500人",经验3-5年 大专,“人工智能 弹性工作 平台好 前景大”,功能测试 性能测试 黑盒测试 ,[张家港市]
东吴证券,智能运维与SRE专家,12k-24k,"金融,移动互联网 上市公司 2000人以上",经验3-5年 本科,“SRE”,Python Linux ,[工业园区]
科大讯飞,高级算法研究员（NLP-苏州）,25k-45k,"移动互联网,数据服务 上市公司 2000人以上",经验1-3年 博士,“技术领先，有竞争力的薪资待遇”,人工智能 深度学习 NLP 推荐 ,[工业园区]
科大讯飞,高级算法研究员（语音-苏州）,25k-50k,"移动互联网,数据服务 上市公司 2000人以上",经验1-3年 博士,“技术领先，有竞争力的薪资待遇”,人工智能 深度学习 语音识别 语音合成 ,[工业园区]
万店掌,软件测试工程师,8k-16k,移动互联网 A轮 50-150人,经验3-5年 本科,"“带教,进步,团队,福利”",信息安全 移动互联网 测试 移动端 ,[高新区]
苏州恒力智能科技有限公司,上位机软件工程师,13k-20k,"移动互联网,电商 不需要融资 50-150人",经验5-10年 本科,“500强，五险一金，发展空间大”,通信/网络设备 智能硬件 架构师 技术管理 系统架构 高级技术管理 ,[吴江区]
苏州恒力智能科技有限公司,AGV单片机、嵌入式工程师,13k-20k,"移动互联网,电商 不需要融资 50-150人",经验3-5年 本科,“世界500强 五险一金”,通信/网络设备 智能硬件 PLC 嵌入式 单片机 C++ ,[吴江区]
苏州比格威,算法工程师,12k-24k·13薪,"人工智能,医疗丨健康 A轮 15-50人",经验1-3年 本科,“福利待遇高、技术领先、专业化培训”,医疗健康 大数据 深度学习 数据挖掘 图片识别 ,[木渎]
慧盾安全,Linux C高级开发工程师,15k-22k·14薪,信息安全 A轮 50-150人,经验3-5年 本科,“创业团队，安全行业独角兽，拟上市公司”,C C++ ,[独墅湖]
博云,Java云平台后端开发工程师,7k-9k,"移动互联网,企业服务 B轮 150-500人",经验应届毕业生 本科,“六险一金，年度旅游体检，补助，带薪培训”,云计算 Java 后端 C++ Python ,[工业园区]
深圳市杉川机器人有限...,算法工程师,8k-16k,"移动互联网,消费生活 B轮 150-500人",经验不限 本科,“五险一金、交通补贴、弹性工作”,C/C++ Python ,[工业园区]
苏州同元,软件开发工程师,6k-12k,"移动互联网,企业服务 未融资 50-150人",经验应届毕业生 本科,“领先的工业软件生产企业，前景无限”,后端 C++ Linux/Unix MySQL ,[独墅湖]
爱思爱可,iOS 开发工程师,6k-12k,"移动互联网,电商 未融资 少于15人",经验1-3年 不限,"“氛围轻松,定期聚餐,初创企业,潜力巨大”",社交 即时通讯 移动端 iOS ,[昆山市]
丹仕通,嵌入式软件开发工程师,11k-20k,"硬件,软件开发 未融资 少于15人",经验1-3年 不限,“薪资+软硬件销售提成”,工具软件 C C++ ,[工业园区]
迈尔斯,iOS 开发工程师,5K-10K,"移动互联网,企业服务 未融资 少于15人",经验不限 大专,"“氛围轻松,弹性工作,定期聚餐”",Android IOS ,[昆山市]
苏信环境,硬件工程师,9k-12k,其他 不需要融资 50-150人,经验3-5年 本科,“氛围好，美女多，高奖金，晋升透明”,单片机 传感器 PCB工艺 嵌入式 ,[工业园区]
唯它时代,图像算法工程师,13k-25k,"电商,移动互联网 B轮 50-150人",经验1-3年 硕士,“多年公司业务稳定，无坑”,智能硬件 目标检测 图像算法 模式识别 服务机器人 ,[工业园区]
排忧网络,Windows研发工程师,12k-20k,移动互联网 不需要融资 15-50人,经验1-3年 本科,“弹性办公、五险一金、定期旅游休假”,工具软件 信息安全 C++ C# .NET ,[相城区]
同程旅行,研发工程师,15k-25k,旅游 上市公司 2000人以上,经验3-5年 不限,“上市公司”,C C++ Golang ,[工业园区]
Aunbox,qt开发工程师,12k-15k·13薪,移动互联网 未融资 150-500人,经验1-3年 大专,“晋升空间大、薪资福利好”,C++ ,[独墅湖]
智加科技,嵌入式系统开发工程师,20k-40k,人工智能 B轮 150-500人,经验3-5年 本科,“国际平台 一流团队 竞争薪酬”,嵌入式 Linux ,[元和]
智加科技,自动驾驶系统（高级）工程师-传感器标定/测试,20k-40k,人工智能 B轮 150-500人,经验3-5年 本科,“领先平台 独角兽企业 一流团队”,汽车 ,[元和]
畅行智能,激光SLAM算法工程师,3k-4k,汽车丨出行 天使轮 50-150人,经验应届毕业生 硕士,“包吃包住”,人工智能 算法 ,[渭塘]
微软（中国）有限公司,软件开发工程师-Android Media-Microsoft Teams,20k-40k,"移动互联网,数据服务 上市公司 2000人以上",经验不限 本科,“面议”,Java C++ ,[工业园区]
赛米德,fpga工程师,12k-17k·14薪,"信息安全,软件开发 未融资 50-150人",经验1-3年 本科,“14薪 有发展”,嵌入式 FPGA Verilog ,[工业园区]
微软（中国）有限公司,数据科学家,30k-50k,"移动互联网,数据服务 上市公司 2000人以上",经验5-10年 本科,“快速扩张，国际化视野，一流人才梯队”,Hadoop 数据挖掘 ,[独墅湖]
希盟自动化,软件（上位机）工程师,10k-20k,硬件 C轮 150-500人,经验3-5年 大专,“师徒制 分红 聚餐 五险一金”,电子/半导体/集成电路 智能硬件 C# 软件开发 自动化 ,[昆山市]
中国科学院电子学研究所苏州研究院,国产Linux平台开发工程师,15k-30k,"移动互联网,数据服务 未融资 150-500人",经验1-3年 本科,“***科研机构，空天信息应用”,客户端 平台 C++ Linux/Unix ,[胜浦]
益趣联欢,java游戏服务器开发工程师,10k-20k,"游戏,社交 不需要融资 50-150人",经验1-3年 不限,“六险一金、项目奖金、午休空间、学习分享”,游戏 Javascript SQLite ,[工业园区]
Aunbox,数据恢复工程师,15k-25k,移动互联网 未融资 150-500人,经验3-5年 本科,“扁平化管理、全额五险一金、海外旅游”,工具软件 移动互联网 ,[独墅湖]
微清医疗,嵌入式软件工程师,20k-40k,医疗丨健康 B轮 15-50人,经验3-5年 本科,“产品好，扁平化管理”,嵌入式 ,[工业园区]
追觅科技,算法工程师,10k-20k,"电商,硬件 A轮 15-50人",经验不限 硕士,“小米生态链企业 有大牛 产品已上市”,算法 计算机视觉 机器学习 图像处理 ,[越溪]
苏州坤厚自动化,SLAM算法工程师,15k-29k,"硬件,其他 天使轮 15-50人",经验不限 本科,“领军人才企业，双软企业，高新技术企业”,机器学习 算法 ,[工业园区]
安徽云乐,自动驾驶算法工程师,6k-12k,其他 B轮 15-50人,经验应届毕业生 本科,"“五险一金,弹性时间,股权期权”",机器学习 算法 ,[渭塘]
漫品印象,高级后台开发工程师,15k-25k,移动互联网 未融资 15-50人,经验3-5年 本科,“平台大 帅哥美女多”,后端 C#/.NET C++ ,[工业园区]
苏州桑泰,信号处理工程师,10k-20k,其他 未融资 50-150人,经验1-3年 硕士,"“年轻人多,气氛活跃,六险一金,全额缴社保”",算法 ,[独墅湖]
苏州桑泰,三维图像处理工程师,10k-20k,其他 未融资 50-150人,经验1-3年 硕士,"“90后,气氛活泼,六险一金,全额缴社保”",图像处理 计算机视觉 ,[独墅湖]
通快中国,软件工程师_激光研发,20k-25k·14薪,其他 不需要融资 500-2000人,经验5-10年 本科,“研发团队 弹性工作 团队氛围好 潜力发展”,Java VB MySQL C++ ,[太仓市]
上海融易通,ios开发工程师-本科2年,8k-15k,"金融,数据服务 D轮及以上 150-500人",经验1-3年 本科,“五险一金 交通补助 餐补 年假”,IOS MacOS ,[张家港市]
润驰商旅服务,安卓逆向开发工程师,15k-30k,移动互联网 未融资 15-50人,经验3-5年 不限,“五险一金，周末双休，年终奖，弹性制度”,Android 逆向 ,[苏锦]
上海长顺企业服务中心,图像算法工程师,18k-25k,"硬件,通讯电子 未融资 少于15人",经验3-5年 本科,“高新技术企业”,图像处理 ,[虎丘区]
汇通科技,.net开发工程师,6k-12k,移动互联网 不需要融资 50-150人,经验1-3年 大专,“.NET开发”,云计算 工具软件 后端 数据库 软件开发 .NET ,[姑苏区]
斯莱克,软件工程师,8k-10k,其他 上市公司 150-500人,经验1-3年 本科,“年终奖，免费工作餐，一年两次调薪机会”,C++ C ,[吴中区]
江苏智沃,web前端开发工程师,6k-12k·14薪,移动互联网 不需要融资 15-50人,经验1-3年 大专,“弹性工作、团队氛围好”,前端开发 Web前端 Vue ,[娄葑]
兆见智能,Unity3D高级开发工程师,8k-13k,VR丨AR、软件开发 天使轮 50-150人,经验3-5年 不限,“五险一金”,Unity3d ,[陆慕]
寻迹智行机器人,AGV调度算法工程师,13k-20k·13薪,"软件开发,物联网 未融资 50-150人",经验不限 本科,“发展空间大”,云计算 工具软件 ,[相城区]
中科院计算所智能计算产业研究院,生物信息工程师,15k-20k,"人工智能,软件开发 不需要融资 50-150人",经验3-5年 硕士,“新团队，新机遇”,带薪年假 交通补助 午餐补助 定期体检 ,[李公堤]
元核云,资深分布式存储研发工程师,14k-28k,"移动互联网,企业服务 A轮 15-50人",经验3-5年 本科,"“五险一金,团队靠谱,产品靠谱,带薪年假,”",云计算 C++ 分布式 内核开发 ,[独墅湖]
特思达,OS系统工程师（Android）,15k-20k,其他 上市公司 50-150人,经验3-5年 本科,“发展前景”,Android ,[昆山市]
智加科技,嵌入式系统开发工程师,20k-40k,人工智能 B轮 150-500人,经验1-3年 硕士,“***研发实力，中国领先的自动驾驶公司”,C C++ ,[元和]
智加科技,后端开发工程师,20k-40k,人工智能 B轮 150-500人,经验3-5年 本科,“***研发实力，中国领先的自动驾驶公司”,Python C C++ 后端 ,[元和]
微软（中国）有限公司,软件开发工程师,30k-60k,"移动互联网,数据服务 上市公司 2000人以上",经验不限 本科,“平衡生活的工作节奏，完善的福利机制”,企业服务 ,[工业园区]
Aunbox,Qt开发工程师,12k-20k·13薪,移动互联网 未融资 150-500人,经验3-5年 本科,“面聊”,C++ 软件开发 ,[吴中区]
准雀Accunique,数据分析师,10k-20k,"数据服务,其他 未融资 2000人以上",经验不限 硕士,“远程兼职、时间灵活、薪资丰厚”,电商 教育 BI 可视化 数据分析 SPSS ,[昆山市]
索思医疗,算法经理,15k-30k,医疗丨健康 不需要融资 50-150人,经验3-5年 本科,“有能力者高薪可谈”,医疗健康 算法 ,[工业园区]
动辄网络,游戏服务器开发,15k-25k,游戏 不需要融资 15-50人,经验3-5年 本科,“公司福利好”,游戏 C# C++ 服务器端 游戏开发 ,[苏州工业园区]
秦帆半导体,软件工程师,12k-20k·14薪,人工智能 未融资 15-50人,经验3-5年 本科,“发展前景”,电子/半导体/集成电路 自动化 ,[工业园区]
法驰汽车检测设备,软件工程师,15k-20k,"硬件,汽车丨出行 不需要融资 15-50人",经验不限 本科,“研发团队都是在汽车行业经验丰富的外籍人才”,汽车 C# MySQL ,[姑苏区]
世纪福,测试工程师-labview,13k-20k,其他 上市公司 150-500人,经验3-5年 本科,“扁平化管理”,功能测试 ,[高新区]
华为技术有限公司,软件开发工程师,15k-25k,通讯电子 不需要融资 2000人以上,经验不限 本科,“福利待遇好，发展空间大”,云计算 音视频 Linux/Unix Java 嵌入式 ,[工业园区]
苏州金龙,智能驾驶,20k-30k,"其他,汽车丨出行 未融资 500-2000人",经验不限 硕士,“五险一金，安家费、提供食宿等等”,汽车 人工智能 算法 ,[工业园区]
登城智能,U3D工程师,8k-12k,"移动互联网,数据服务 未融资 少于15人",经验1-3年 不限,“团队和谐、快速成长”,Unity3d ,[相城区]
驰声科技,云平台开发工程师,10k-18k,"移动互联网,教育 A轮 50-150人",经验3-5年 本科,"“薪资福利好,晋升机制好,技术牛人多”",C++ C Linux/Unix ,[独墅湖]
鸽子物联,QT软件工程师,8k-15k,移动互联网 未融资 少于15人,经验1-3年 本科,“团队氛围好”,硬件制造 QT C++ Linux/Unix ,[张家港市]
华为,开发工程师,15k-30k,"通讯电子,软件开发 不需要融资 2000人以上",经验3-5年 本科,“友好的团队氛围，丰厚的回报”,服务器端 C C++ docker ,[工业园区]
中移软件,高级安全开发工程师,20k-30k,数据服务 不需要融资 500-2000人,经验3-5年 本科,"“新团队,大平台,上升空间大,团队氛围好”",Java Python Shell ,[高新区]
声通科技,语音识别,15k-25k,数据服务 不需要融资 15-50人,经验1-3年 本科,“AI 人工智能”,语音合成 人工智能 算法 ,[独墅湖]
Schnoka,软件开发工程师,15k-20k,不限 未融资 50-150人,经验1-3年 大专,“高新技术行业”,C++ QT ,[昆山市]
勤胜物业管理,1. 软件工程师,10k-15k,企业服务 未融资 少于15人,经验3-5年 不限,“年薪10-15万”,C++ 后端 自动化 ,[吴江区]
雅德安智能化,音视频工程师,10k-20k,人工智能 未融资 150-500人,经验3-5年 不限,“弹性工作时间，提供公寓式住宿”,Linux/Unix C++ C ,[越溪]
埃顿电力,系统架构师,15k-30k,其他 未融资 50-150人,经验不限 本科,“平台稳定，薪资待遇优”,云计算 大数据 系统架构 架构师 ,[虎丘区]
